Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"October 8, 2017",Recently Added,Marvel's Avengers Assemble,2013,4,8,Why I Hate Halloween,{}
"October 8, 2017",Recently Added,The X Factor,2004,14,12,Six Chair Challenge,{}
"October 8, 2017",Recently Added,Heartland,2007,11,3,Decision Time,{}
"October 8, 2017",Recently Added,Outlander,2014,3,5,Freedom & Whisky,{}
"October 8, 2017",Recently Added,Shahs of Sunset,2012,6,12,Sex (Tips) in the City,{}
"October 8, 2017",Recently Added,Shark Tank,2009,9,4,Episode 4,{}
"October 8, 2017",Recently Added,The Simpsons,1989,29,2,Springfield Splendor,"{""hulu""=>[""1153712""]}"
