Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"August 24, 2017",Recently Added,Boy Band,2017,1,10,Top Five Revealed!,{}
"August 24, 2017",Recently Added,Penn & Teller: Fool Us,2017,4,7,A Big Round of Applause for Alyson,{}
"August 24, 2017",Recently Added,Project Runway,2017,16,2,An Unconventional Recycling,{}
"August 23, 2017",Recently Added,Big Brother 19,2017,1,27,Episode 27,{}
"August 17, 2017",Recently Added,Flipping Out,2017,10,1,What Will Jeff Do?,"{""itunes""=>[""1272712134""], ""amazon""=>[""B074WHLBLS"", ""B074WJ7H5Q""]}"
"August 17, 2017",Recently Added,Nick Cannon Presents: Wild 'N Out,2017,9,20,Killer Mike; Run the Jewels,{}
"August 17, 2017",Recently Added,The Wall,2017,2,8,Erin and Rachel,"{""hulu""=>[""1129034"", ""1129012""]}"
Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
