Scraped Date,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"June 29, 2017",Hollywood Game Night,2013,5,2,This is Us Game Night,{}
"June 22, 2017",Married At First Sight,2014,5,11,Confronting the Past,"{""itunes""=>[""1251232181""], ""amazon""=>[""B0733P9TZD"", ""B0733PDLWR""]}"
"June 22, 2017",Million Dollar Listing New York,2012,6,5,Under the Influencers,"{""amazon""=>[""B0733SLTCK"", ""B0733TXTH9""]}"
"June 22, 2017",Nashville,2012,5,15,A Change Would Do You Good,"{""hulu""=>[""1100024""], ""amazon""=>[""B07345GKF2"", ""B073469GLX""]}"
"June 22, 2017",The Wall,2016,2,1,Milton and Aaryn,"{""hulu""=>[""1101828"", ""1101858""]}"
"June 22, 2017",Queen of the South,2016,2,3,Un Pacto Con El Diablo,"{""amazon""=>[""B072WNWVZK"", ""B072WL3RBL""]}"
"June 22, 2017",Saving Hope,2012,5,12,Leap of Faith,"{""amazon""=>[""B0731XL3G4"", ""B0731Y4RBQ""]}"
"June 22, 2017",The Night Shift,2014,4,1,Recoil,"{""itunes""=>[""1251548428""]}"
