Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Shut Eye,2016,2,10,There’s No Place Like Home,"{""hulu""=>[""1185815""]}"
"December 6, 2017",Recently Added,Peaky Blinders,2014,4,4,Dangerous,{}
"December 6, 2017",Recently Added,Black Ink Crew,2013,6,1,Ceaser A.D. (After Dutchess),{}
"December 6, 2017",Recently Added,Empire,2015,4,8,Cupid Painted Blind,"{""hulu""=>[""1187291""]}"
"December 6, 2017",Recently Added,The Goldbergs,2013,5,9,Parents Just Don't Understand,"{""hulu""=>[""1187320""]}"
"December 6, 2017",Recently Added,Riverdale,2017,2,8,House of the Devil,{}
"December 6, 2017",Recently Added,Survivor,2000,35,11,Not Going to Roll Over and Die,{}
"December 6, 2017",Recently Added,Speechless,2016,2,9,S-T-- STAR W-- WARS W-- WARS,"{""hulu""=>[""1187491""]}"
"December 6, 2017",Recently Added,Dynasty,2017,1,8,The Best Things in Life,{}
"December 6, 2017",Recently Added,Law & Order: Special Victims Unit,1999,19,8,Intent,"{""hulu""=>[""1187294""]}"
"December 6, 2017",Recently Added,Modern Family,2009,9,9,Tough Love,"{""hulu""=>[""1187439""]}"
"December 6, 2017",Recently Added,MythBusters,2003,15,4,Rock 'n' Roll Rage Rage,{}
"December 6, 2017",Recently Added,The Real Housewives of New Jersey,2009,8,9,When Chairs Fly,{}
"December 6, 2017",Recently Added,SEAL Team,2017,1,9,Rolling Dark,{}
"December 6, 2017",Recently Added,Star,2016,2,8,A House Divided,"{""hulu""=>[""1187263""]}"
"December 6, 2017",Recently Added,Storage Wars,2010,12,9,A Fistful of Dollar,{}
"December 6, 2017",Recently Added,Total Divas,2013,7,5,Episode 5,{}
"December 6, 2017",Recently Added,Vikings,2013,5,3,Homeland,{}
"December 6, 2017",Recently Added,American Housewife,2016,2,9,The Couple,"{""hulu""=>[""1186904""]}"
"December 6, 2017",Recently Added,Storage Wars,2010,12,9,A Fistful of Dollar,{}
"December 6, 2017",Recently Added,Are You The One?,2014,6,12,Playing With Fire,{}
"December 6, 2017",Recently Added,Chicago PD,2014,5,9,Monster,"{""hulu""=>[""1187693""]}"
"December 6, 2017",Recently Added,Criminal Minds,2005,13,9,False Flag,{}
"December 6, 2017",Recently Added,Designated Survivor,2016,2,9,Three-Letter Day,"{""hulu""=>[""1186980""]}"
"December 6, 2017",Recently Added,Mr. Robot,2015,3,9,Eps3.8stage3.torrent,{}
"December 6, 2017",Recently Added,South Park,1997,21,10,Splatty Tomato,"{""hulu""=>[""1187562""]}"
"December 6, 2017",Recently Added,Broad City,2014,4,10,Friendiversary,{}
"December 6, 2017",Recently Added,Full Frontal with Samantha Bee,2016,2,27,Episode 27,{}
"December 7, 2017",Recently Added,Conan,2010,7,133,"Patton Oswalt, Andy Serkis, Royal Blood",{}
"December 7, 2017",Recently Added,The Daily Show,1996,23,169,Tiffany Haddish,{}
"December 7, 2017",Recently Added,The Opposition With Jordan Klepper,2017,1,36,Scott Kelly,{}
"December 7, 2017",Recently Added,The Late Show With Stephen Colbert,2015,3,190,"Sarah Paulson, John Hodgman",{}
"December 7, 2017",Recently Added,The Tonight Show Starring Jimmy Fallon,2014,2017,188,"James Franco, Niall Horan",{}
