Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"November 28, 2017",Recently Added,Marvel's Runaways,2017,1,4,Fifteen,"{""hulu""=>[""1179065"", ""1179065""]}"
"November 28, 2017",Recently Added,Victoria's Secret Fashion Show,2009,2017,9,Shanghai,{}
"November 28, 2017",Recently Added,The Flash,2014,4,8,"Crisis on Earth X, Part 3",{}
"November 28, 2017",Recently Added,Lethal Weapon,2016,2,8,Fork-Getta-Bout It,{}
"November 28, 2017",Recently Added,The Voice,2011,13,21,Live Top 11 Eliminations,{}
"November 28, 2017",Recently Added,WWE Smackdown,1999,2017,46,"Lexington, KY",{}
"November 28, 2017",Recently Added,Below Deck,2013,5,13,The One Where Jen Loses Her Mind,{}
"November 28, 2017",Recently Added,DC's Legends of Tomorrow,2016,3,8,"Crisis on Earth X, Part 4",{}
"November 28, 2017",Recently Added,The Little Couple,2009,11,11,Why Do We Have to Move?,{}
"November 28, 2017",Recently Added,Major Crimes,2012,6,5,Sanctuary City: Part 5,{}
"November 28, 2017",Recently Added,The Mick,2017,2,8,The Teacher,{}
"November 28, 2017",Recently Added,This Is Us,2016,2,10,Number Three,"{""hulu""=>[""1182197""]}"
"November 28, 2017",Recently Added,Brooklyn Nine-Nine,2013,5,8,Return to Skyfire,"{""hulu""=>[""1181558""]}"
"November 28, 2017",Recently Added,Chicago Med,2015,3,2,Nothing to Fear,"{""hulu""=>[""1181837""]}"
"November 28, 2017",Recently Added,Damnation,2017,1,4,The Emperor of Ice Cream,{}
"November 28, 2017",Recently Added,Teachers,2016,2,14,Nightmare on Fillmore Street,{}
"November 28, 2017",Recently Added,Victoria's Secret Fashion Show,2009,2017,9,Shanghai,{}
"November 29, 2017",Recently Added,Conan,2010,7,128,Rob Riggle,{}
"November 29, 2017",Recently Added,The Daily Show,1996,23,164,Talib Kweli,{}
"November 29, 2017",Recently Added,The Opposition With Jordan Klepper,2017,1,31,Danica Roem,{}
"November 28, 2017",Recently Added,The Tonight Show Starring Jimmy Fallon,2014,2017,181,"Daisy Ridley, Jim Belushi, Liam Gallagher, Monica",{}
