Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"December 31, 2017",Recently Added,No Activity,2017,1,8,Episode 8,{}
"December 31, 2017",Recently Added,Shameless,2011,8,8,Frank's Northern Southern Express,{}
"December 31, 2017",Recently Added,SMILF,2017,1,8,Mark's Lunch & Two Cups of Coffee,"{""showtimeanytime""=>[""3452840""]}"
