Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"November 30, 2017",Recently Added,The Big Bang Theory,2007,11,9,The Bitcoin Entanglement,{}
"November 30, 2017",Recently Added,Gotham,2014,4,10,Things That Go Boom,"{""hulu""=>[""1183982""]}"
"November 30, 2017",Recently Added,Supernatural,2005,13,8,The Scorpion and the Frog,{}
"November 30, 2017",Recently Added,Young Sheldon,2017,1,6,"A Patch, a Modem, and a Zantac",{}
"November 30, 2017",Recently Added,American Pickers,2010,18,8,Dani and the Boys,{}
"November 30, 2017",Recently Added,Million Dollar Listing: Los Angeles,2006,10,4,Hashtag Sell This Bitch!,{}
"November 30, 2017",Recently Added,Mom,2013,5,5,Poodle Fuzz and a Twinge of Jealousy,{}
"November 30, 2017",Recently Added,The Orville,2017,1,11,New Dimensions,"{""hulu""=>[""1183993""]}"
"November 30, 2017",Recently Added,Penn & Teller: Fool Us,2014,4,13,Hanging Out With Penn & Teller,{}
"November 30, 2017",Recently Added,Project Runway,2004,16,15,Reunion,{}
"November 30, 2017",Recently Added,Tamar & Vince,2012,5,3,"Scattered, Smothered and Covered",{}
"November 30, 2017",Recently Added,Van Helsing,2016,2,8,Big Mama,"{""amazon""=>[""B077TWTV1Z"", ""B077TWYK3M""]}"
"November 30, 2017",Recently Added,Life in Pieces,2015,3,5,Meal Potty Cart Middle,{}
"November 30, 2017",Recently Added,Chrisley Knows Best,2014,5,22,Pitch Perfection,{}
"November 30, 2017",Recently Added,Ghost Wars,2017,1,8,Two Graves,"{""amazon""=>[""B077TVY8XH"", ""B077TSJSHJ""]}"
"November 30, 2017",Recently Added,S.W.A.T.,2017,1,5,Imposters,{}
"November 30, 2017",Recently Added,Nick Cannon Presents: Wild 'N Out,2005,10,3,Wu-Tang,{}
"November 30, 2017",Recently Added,Conan,2010,7,129,"Josh Hutcherson, Daveed Diggs, Talib Kweli featuring Anderson .Paak",{}
"November 30, 2017",Recently Added,The Daily Show,1996,23,165,Henry Louis Gates Jr.,{}
"November 30, 2017",Recently Added,Nick Cannon Presents: Wild 'N Out,2005,10,3,Wu-Tang,{}
"November 30, 2017",Recently Added,The Opposition With Jordan Klepper,2017,1,32,Paul Scheer,{}
"December 1, 2017",Recently Added,The Late Show With Stephen Colbert,2015,3,186,"Carol Burnett, Lewis Black",{}
"December 1, 2017",Recently Added,The Tonight Show Starring Jimmy Fallon,2014,2017,184,"Queen Latifah, Freddie Highmore, Sam Smith",{}
