Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"December 21, 2017",Recently Added,Peaky Blinders,2014,4,6,The Company,{}
"December 20, 2017",Recently Added,The Librarians,2014,4,4,And the Silver Screen,{}
"December 20, 2017",Recently Added,Survivor,2000,35,14,Reunion Special,{}
