Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"December 21, 2017",Recently Added,Peaky Blinders,2014,4,6,The Company,{}
"December 21, 2017",Recently Added,Peaky Blinders,2014,4,6,The Company,{}
"December 21, 2017",Recently Added,Peaky Blinders,2014,4,6,The Company,{}
"December 21, 2017",Recently Added,Peaky Blinders,2014,4,6,The Company,{}
"December 21, 2017",Recently Added,Peaky Blinders,2014,4,6,The Company,{}
"December 21, 2017",Recently Added,Peaky Blinders,2014,4,6,The Company,{}
"December 21, 2017",Recently Added,Great News,2017,2,8,Sensitivity Training,"{""hulu""=>[""1195063""]}"
"December 21, 2017",Recently Added,Great News,2017,2,8,Sensitivity Training,"{""hulu""=>[""1195063""]}"
"December 21, 2017",Recently Added,Young Sheldon,2017,1,9,"Spock, Kirk, and Testicular Hernia",{}
"December 21, 2017",Recently Added,Million Dollar Listing: Los Angeles,2006,10,7,Who's Your Daddy?,{}
"December 21, 2017",Recently Added,Mom,2013,5,8,An Epi-Pen and a Security Cat,{}
"December 21, 2017",Recently Added,Tamar & Vince,2012,5,6,Last Effort for Peace,{}
"December 21, 2017",Recently Added,Van Helsing,2016,2,11,Be True,{}
"December 21, 2017",Recently Added,Life in Pieces,2015,3,8,The Twelve Shorts of Christmas,{}
"December 21, 2017",Recently Added,Chrisley Knows Best,2014,5,26,The Nightmare Before Chrisley,"{""amazon""=>[""B078HTBN2Q""]}"
"December 21, 2017",Recently Added,Damnation,2017,1,6,In Wyoming Fashion,{}
"December 21, 2017",Recently Added,Ghost Wars,2017,1,11,The Feast,{}
"December 21, 2017",Recently Added,S.W.A.T.,2017,1,8,Miracle,{}
"December 21, 2017",Recently Added,Superstition,2017,1,8,You're Not My Momma,{}
"December 21, 2017",Recently Added,Top Chef,2006,15,3,Keep on Truckin',{}
"December 21, 2017",Recently Added,Chrisley Knows Best,2014,5,26,The Nightmare Before Chrisley,"{""amazon""=>[""B078HTBN2Q""]}"
"December 21, 2017",Recently Added,Nick Cannon Presents: Wild 'N Out,2005,10,8,Keyshia Cole; Smokepurpp,{}
"December 21, 2017",Recently Added,The Daily Show,1996,23,177,Out of Office 2017,{}
"December 21, 2017",Recently Added,Nick Cannon Presents: Wild 'N Out,2005,10,8,Keyshia Cole; Smokepurpp,{}
"December 22, 2017",Recently Added,The Tonight Show Starring Jimmy Fallon,2014,2017,199,"Anderson Cooper, Andy Cohen, Issa Rae, Dram featuring Bigbabymom",{}
