Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"February 3, 2018",Recently Added,Say Yes to the Dress,2007,16,5,Coco Is Not Impressed,{}
"February 3, 2018",Recently Added,Falling Water,2016,2,5,Promotion,{}
"February 3, 2018",Recently Added,The Graham Norton Show,,22,15,Tom Cruise / Henry Cavill / Rebecca Ferguson / Simon Pegg,{}
"February 3, 2018",Recently Added,Murdoch Mysteries,2008,11,1,Up from Ashes,{}
"February 3, 2018",Recently Added,Saturday Night Live,1975,43,13,Natalie Portman; Dua Lipa,{}
