Scraped Date,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"July 16, 2017",Poldark,2015,3,6,Episode 6,{}
"July 16, 2017",One Piece,1999,8,797,A Top Officer! The Sweet 3 General Cracker Appears!,{}
"July 16, 2017",Big Brother 19,2017,1,9,Episode 9,{}
