Scraped Date,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"June 26, 2017",Love & Hip Hop: Atlanta,2012,6,15,When All Else Fails,{}
"June 26, 2017",American Ninja Warrior,2010,9,3,Daytona Beach Qualifiers,"{""hulu""=>[""1104745""], ""amazon""=>[""B073B2G8MD"", ""B073B31V9Y""]}"
"January 20, 2017",Degrassi: Next Class,2017,3,10,#ImSleep,"{""netflixusa""=>[""80113826""]}"
"June 26, 2017",Preacher,2016,2,2,Mumbai Sky Tower,"{""amazon""=>[""B07363TZ5P"", ""B07363MS64""]}"
