Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"August 26, 2017",Recently Added,Marvel's Avengers Assemble,2017,4,7,Sneakers,{}
"August 26, 2017",Recently Added,Marvel's Avengers Assemble,2017,4,7,Sneakers,{}
"August 26, 2017",Recently Added,Marvel's Avengers Assemble,2017,4,7,Sneakers,{}
"August 26, 2017",Recently Added,Marvel's Avengers Assemble,2017,4,7,Sneakers,{}
"August 26, 2017",Recently Added,Marvel's Avengers Assemble,2017,4,7,Sneakers,{}
"August 26, 2017",Recently Added,My Little Pony: Friendship is Magic,2017,7,16,Campfire Tales,{}
"August 19, 2017",Recently Added,Halt and Catch Fire,2017,4,2,Signal to Noise,"{""amazon""=>[""B074XJSXJP"", ""B074XKF2WD""]}"
Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
