Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,Disjointed,2017,1,10,The Worst,"{""netflix""=>[""80125408""]}"
"August 25, 2017",Recently Added,The Tick,2017,1,6,Rising,{}
"August 25, 2017",Recently Added,The Tick,2017,1,6,Rising,{}
"August 25, 2017",Recently Added,The Tick,2017,1,6,Rising,{}
"August 25, 2017",Recently Added,The Tick,2017,1,6,Rising,{}
"August 25, 2017",Recently Added,Killjoys,2017,3,9,Reckoning Ball,{}
"August 25, 2017",Recently Added,Raven's Home,2017,1,6,Adventures in Mommy-Sitting,{}
"August 18, 2017",Recently Added,Dark Matter,2017,3,12,My Final Gift to You,"{""itunes""=>[""1273504976""], ""amazon""=>[""B074XT66VV"", ""B074XSW8N9""]}"
"August 18, 2017",Recently Added,Real Time with Bill Maher,2017,15,24,Al Franken; Penn Jillette; Amy Holmes; Gavin Newsom,{}
"August 18, 2017",Recently Added,Wynonna Earp,2017,2,11,Gone as a Girl Can Get,"{""itunes""=>[""1273007308""], ""amazon""=>[""B074YCPZNY"", ""B074YFVF8T""]}"
"August 18, 2017",Recently Added,Room 104,2017,1,4,I Knew You Weren't Dead,"{""hbgo""=>[""GWVE6eAwF1MLDwgEAAAAK""]}"
Scraped Date,Category,Series Name,Release_Year,Season Number,Episode Number,Episode Title,Hash
