Series Title,Genre,Season Number,Episode Number,Episode Title,Release_Year,Episode link
"SpongeBob SquarePants, Season 6",Kids,Season 6,2,Giant Squidward / No Nose Knows,2009,https://itunes.apple.com/us/tv-season/giant-squidward-no-nose-knows/id290882304?i=290928182
"SpongeBob SquarePants, Season 6",Kids,Season 6,3,A Life In a Day / Sun Bleached,2009,https://itunes.apple.com/us/tv-season/a-life-in-a-day-sun-bleached/id290882304?i=290928962
"SpongeBob SquarePants, Season 6",Kids,Season 6,4,The Patty Caper / Plankton's Regula,2009,https://itunes.apple.com/us/tv-season/the-patty-caper-planktons-regula/id290882304?i=290928963
"SpongeBob SquarePants, Season 6",Kids,Season 6,5,Spongicus / Suctioncup Symphony,2009,https://itunes.apple.com/us/tv-season/spongicus-suctioncup-symphony/id290882304?i=290929667
"SpongeBob SquarePants, Season 6",Kids,Season 6,6,Not Normal / Gone,2009,https://itunes.apple.com/us/tv-season/not-normal-gone/id290882304?i=290930704
"SpongeBob SquarePants, Season 6",Kids,Season 6,7,Penny Foolish / Nautical Novice,2009,https://itunes.apple.com/us/tv-season/penny-foolish-nautical-novice/id290882304?i=290985663
"SpongeBob SquarePants, Season 6",Kids,Season 6,8,Boating Buddies / The Krabby Kronicle,2009,https://itunes.apple.com/us/tv-season/boating-buddies-the-krabby-kronicle/id290882304?i=291042720
"SpongeBob SquarePants, Season 6",Kids,Season 6,9,The Slumber Party / Grooming Gary,2009,https://itunes.apple.com/us/tv-season/the-slumber-party-grooming-gary/id290882304?i=298487875
"SpongeBob SquarePants, Season 6",Kids,Season 6,10,Krusty Krushers / The Card,2009,https://itunes.apple.com/us/tv-season/krusty-krushers-the-card/id290882304?i=298488021
"SpongeBob SquarePants, Season 6",Kids,Season 6,11,Dear Vikings / Ditchin',2009,https://itunes.apple.com/us/tv-season/dear-vikings-ditchin/id290882304?i=298489267
"SpongeBob SquarePants, Season 6",Kids,Season 6,12,Truth or Square,2009,https://itunes.apple.com/us/tv-season/truth-or-square/id290882304?i=339189645
"SpongeBob SquarePants, Season 6",Kids,Season 6,13,Grandpappy the Pirate / Cephalopod Lodge,2009,https://itunes.apple.com/us/tv-season/grandpappy-the-pirate-cephalopod-lodge/id290882304?i=309422656
"SpongeBob SquarePants, Season 6",Kids,Season 6,14,Shuffle Boarding / Professor Squidward,2009,https://itunes.apple.com/us/tv-season/shuffle-boarding-professor-squidward/id290882304?i=309422837
"SpongeBob SquarePants, Season 6",Kids,Season 6,15,Pets or Pests / Komputer Overload,2009,https://itunes.apple.com/us/tv-season/pets-or-pests-komputer-overload/id290882304?i=309422994
"SpongeBob SquarePants, Season 6",Kids,Season 6,16,SpongeBob SquarePants vs. The Big One,2009,https://itunes.apple.com/us/tv-season/spongebob-squarepants-vs-the-big-one/id290882304?i=313618341
"SpongeBob SquarePants, Season 6",Kids,Season 6,17,Sand Castles In the Sand / Shell Shocked,2009,https://itunes.apple.com/us/tv-season/sand-castles-in-the-sand-shell-shocked/id290882304?i=319013326
"SpongeBob SquarePants, Season 6",Kids,Season 6,18,Pineapple Fever / Chum Caverns,2009,https://itunes.apple.com/us/tv-season/pineapple-fever-chum-caverns/id290882304?i=339408553
"SpongeBob SquarePants, Season 6",Kids,Season 6,19,The Splinter / Slide Whistle Stooges,2009,https://itunes.apple.com/us/tv-season/the-splinter-slide-whistle-stooges/id290882304?i=324276398
"SpongeBob SquarePants, Season 6",Kids,Season 6,20,Porous Pockets / Choir Boys,2009,https://itunes.apple.com/us/tv-season/porous-pockets-choir-boys/id290882304?i=324277103
"SpongeBob SquarePants, Season 6",Kids,Season 6,21,Squid's Visit / To Squarepants or Not to Square Pants,2009,https://itunes.apple.com/us/tv-season/squids-visit-to-squarepants-or-not-to-square-pants/id290882304?i=324278882
"SpongeBob SquarePants, Season 6",Kids,Season 6,22,Guillible Pants / Overbooked,2009,https://itunes.apple.com/us/tv-season/guillible-pants-overbooked/id290882304?i=324276448
"SpongeBob SquarePants, Season 6",Kids,Season 6,23,No Hat for Pat / Toy Store of Doom,2009,https://itunes.apple.com/us/tv-season/no-hat-for-pat-toy-store-of-doom/id290882304?i=324276746
"SpongeBob SquarePants, Season 6",Kids,Season 6,24,Chum Bucket Supreme / Single Cell Anniversary,2009,https://itunes.apple.com/us/tv-season/chum-bucket-supreme-single-cell-anniversary/id290882304?i=324277373
"SpongeBob SquarePants, Season 6",Kids,Season 6,25,The Clash of Triton,2009,https://itunes.apple.com/us/tv-season/the-clash-of-triton/id290882304?i=380646537
"Family Guy, Season 3",Comedy,Season 3,1,The Thin White Line,2001,https://itunes.apple.com/us/tv-season/the-thin-white-line/id268501884?i=269221201
"Family Guy, Season 3",Comedy,Season 3,2,Brian Does Hollywood,2001,https://itunes.apple.com/us/tv-season/brian-does-hollywood/id268501884?i=268543730
"Family Guy, Season 3",Comedy,Season 3,3,Mr. Griffin Goes to Washington,2001,https://itunes.apple.com/us/tv-season/mr-griffin-goes-to-washington/id268501884?i=269219619
"Family Guy, Season 3",Comedy,Season 3,4,"One If By Clam, Two If By Sea",2001,https://itunes.apple.com/us/tv-season/one-if-by-clam-two-if-by-sea/id268501884?i=269229593
"Family Guy, Season 3",Comedy,Season 3,5,...And the Wiener Is,2001,https://itunes.apple.com/us/tv-season/and-the-wiener-is/id268501884?i=268544435
"Family Guy, Season 3",Comedy,Season 3,6,Death Lives,2001,https://itunes.apple.com/us/tv-season/death-lives/id268501884?i=268543789
"Family Guy, Season 3",Comedy,Season 3,7,Lethal Weapons,2001,https://itunes.apple.com/us/tv-season/lethal-weapons/id268501884?i=269227793
"Family Guy, Season 3",Comedy,Season 3,8,Kiss Seen Round the World,2001,https://itunes.apple.com/us/tv-season/kiss-seen-round-the-world/id268501884?i=268545813
"Family Guy, Season 3",Comedy,Season 3,9,Mr. Saturday Knight,2001,https://itunes.apple.com/us/tv-season/mr-saturday-knight/id268501884?i=268547544
"Family Guy, Season 3",Comedy,Season 3,10,Fish Out of Water,2001,https://itunes.apple.com/us/tv-season/fish-out-of-water/id268501884?i=268548214
"Family Guy, Season 3",Comedy,Season 3,11,Emission Impossible,2001,https://itunes.apple.com/us/tv-season/emission-impossible/id268501884?i=268545401
"Family Guy, Season 3",Comedy,Season 3,12,To Live and Die In Dixie,2001,https://itunes.apple.com/us/tv-season/to-live-and-die-in-dixie/id268501884?i=268550450
"Family Guy, Season 3",Comedy,Season 3,13,Screwed the Pooch,2001,https://itunes.apple.com/us/tv-season/screwed-the-pooch/id268501884?i=268549882
"Family Guy, Season 3",Comedy,Season 3,14,"Peter Griffin - Husband, Father...Brother?",2001,https://itunes.apple.com/us/tv-season/peter-griffin-husband-father-brother/id268501884?i=268549139
"Family Guy, Season 3",Comedy,Season 3,15,"Ready, Willing & Disabled",2001,https://itunes.apple.com/us/tv-season/ready-willing-disabled/id268501884?i=268549247
"Family Guy, Season 3",Comedy,Season 3,16,A Very Special Family Guy Freakin' Christmas,2001,https://itunes.apple.com/us/tv-season/a-very-special-family-guy-freakin-christmas/id268501884?i=269217422
"Family Guy, Season 3",Comedy,Season 3,17,Brian Wallows & Peter's Swallows,2001,https://itunes.apple.com/us/tv-season/brian-wallows-peters-swallows/id268501884?i=268546678
"Family Guy, Season 3",Comedy,Season 3,18,From Method to Madness,2001,https://itunes.apple.com/us/tv-season/from-method-to-madness/id268501884?i=268551652
"Family Guy, Season 3",Comedy,Season 3,19,Stuck Together Torn Apart,2001,https://itunes.apple.com/us/tv-season/stuck-together-torn-apart/id268501884?i=268551123
"Family Guy, Season 3",Comedy,Season 3,20,Road to Europe,2001,https://itunes.apple.com/us/tv-season/road-to-europe/id268501884?i=268552818
"Family Guy, Season 3",Comedy,Season 3,21,"Family Guy Viewer Mail, Pt. 1",2001,https://itunes.apple.com/us/tv-season/family-guy-viewer-mail-pt-1/id268501884?i=268552342
"Family Guy, Season 3",Comedy,Season 3,22,When You Wish Upon a Weinstein,2001,https://itunes.apple.com/us/tv-season/when-you-wish-upon-a-weinstein/id268501884?i=312427206
"The Simpsons, Season 21",Comedy,Season 21,1,Homer the Whopper,2009,https://itunes.apple.com/us/tv-season/homer-the-whopper/id327599425?i=333227826
"The Simpsons, Season 21",Comedy,Season 21,2,Bart Gets a Z,2009,https://itunes.apple.com/us/tv-season/bart-gets-a-z/id327599425?i=334545793
"The Simpsons, Season 21",Comedy,Season 21,3,The Great Wife Hope,2009,https://itunes.apple.com/us/tv-season/the-great-wife-hope/id327599425?i=335520150
"The Simpsons, Season 21",Comedy,Season 21,4,Treehouse of Horror XX,2009,https://itunes.apple.com/us/tv-season/treehouse-of-horror-xx/id327599425?i=336454208
"The Simpsons, Season 21",Comedy,Season 21,5,The Devil Wears Nada,2009,https://itunes.apple.com/us/tv-season/the-devil-wears-nada/id327599425?i=340669774
"The Simpsons, Season 21",Comedy,Season 21,6,Pranks & Greens,2009,https://itunes.apple.com/us/tv-season/pranks-greens/id327599425?i=341997081
"The Simpsons, Season 21",Comedy,Season 21,7,Rednecks & Broomsticks,2009,https://itunes.apple.com/us/tv-season/rednecks-broomsticks/id327599425?i=343157847
"The Simpsons, Season 21",Comedy,Season 21,8,"O Brother, Where Bart Thou?",2009,https://itunes.apple.com/us/tv-season/o-brother-where-bart-thou/id327599425?i=346452552
"The Simpsons, Season 21",Comedy,Season 21,9,Thursdays With Abie,2009,https://itunes.apple.com/us/tv-season/thursdays-with-abie/id327599425?i=348803206
"The Simpsons, Season 21",Comedy,Season 21,10,Once Upon a Time In Springfield,2009,https://itunes.apple.com/us/tv-season/once-upon-a-time-in-springfield/id327599425?i=349809063
"The Simpsons, Season 21",Comedy,Season 21,11,Million Dollar Maybe,2009,https://itunes.apple.com/us/tv-season/million-dollar-maybe/id327599425?i=353402533
"The Simpsons, Season 21",Comedy,Season 21,12,Boy Meets Curl,2009,https://itunes.apple.com/us/tv-season/boy-meets-curl/id327599425?i=356091187
"The Simpsons, Season 21",Comedy,Season 21,13,The Color Yellow,2009,https://itunes.apple.com/us/tv-season/the-color-yellow/id327599425?i=357411210
"The Simpsons, Season 21",Comedy,Season 21,14,Postcards From the Wedge,2009,https://itunes.apple.com/us/tv-season/postcards-from-the-wedge/id327599425?i=361987600
"The Simpsons, Season 21",Comedy,Season 21,15,Stealing First Base,2009,https://itunes.apple.com/us/tv-season/stealing-first-base/id327599425?i=363409499
"The Simpsons, Season 21",Comedy,Season 21,16,The Greatest Story Ever D'ohed,2009,https://itunes.apple.com/us/tv-season/the-greatest-story-ever-dohed/id327599425?i=364804844
"The Simpsons, Season 21",Comedy,Season 21,17,American History X-Cellent,2009,https://itunes.apple.com/us/tv-season/american-history-x-cellent/id327599425?i=367253797
"The Simpsons, Season 21",Comedy,Season 21,18,Chief of Hearts,2009,https://itunes.apple.com/us/tv-season/chief-of-hearts/id327599425?i=368317933
"The Simpsons, Season 21",Comedy,Season 21,19,The Squirt & the Whale,2009,https://itunes.apple.com/us/tv-season/the-squirt-the-whale/id327599425?i=369576207
"The Simpsons, Season 21",Comedy,Season 21,20,The Surveil with Love,2009,https://itunes.apple.com/us/tv-season/the-surveil-with-love/id327599425?i=370795520
"The Simpsons, Season 21",Comedy,Season 21,21,Moe Letter Blues,2009,https://itunes.apple.com/us/tv-season/moe-letter-blues/id327599425?i=371891849
"The Simpsons, Season 21",Comedy,Season 21,22,The Bob Next Door,2009,https://itunes.apple.com/us/tv-season/the-bob-next-door/id327599425?i=372943122
"The Simpsons, Season 21",Comedy,Season 21,23,Judge Me Tender,2009,https://itunes.apple.com/us/tv-season/judge-me-tender/id327599425?i=374170296
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,1,Stupid Spoiled Whore Video Playset,2007,https://itunes.apple.com/us/tv-season/stupid-spoiled-whore-video-playset/id263095197?i=263230269
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,2,The Return of the Fellowship of the Ring to the Two Towers,2007,https://itunes.apple.com/us/tv-season/the-return-of-the-fellowship-of-the-ring-to-the-two-towers/id263095197?i=263229886
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,3,Best Friends Forever,2007,https://itunes.apple.com/us/tv-season/best-friends-forever/id263095197?i=263230362
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,4,Good Times With Weapons,2007,https://itunes.apple.com/us/tv-season/good-times-with-weapons/id263095197?i=263229983
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,5,Casa Bonita,2007,https://itunes.apple.com/us/tv-season/casa-bonita/id263095197?i=263229934
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,6,Awesome-O,2007,https://itunes.apple.com/us/tv-season/awesome-o/id263095197?i=263230206
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,7,Trapped In the Closet,2007,https://itunes.apple.com/us/tv-season/trapped-in-the-closet/id263095197?i=263230484
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,8,Towelie,2007,https://itunes.apple.com/us/tv-season/towelie/id263095197?i=263229760
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,9,Red Hot Catholic Love,2007,https://itunes.apple.com/us/tv-season/red-hot-catholic-love/id263095197?i=263229789
"South Park, Matt and Trey's Top 10",Comedy,Matt and Trey's Top 10,10,Scott Tenorman Must Die,2007,https://itunes.apple.com/us/tv-season/scott-tenorman-must-die/id263095197?i=263229308
"SpongeBob SquarePants, Season 2",Kids,Season 2,1,Your Shoe's Untied / Squid's Day Off,2002,https://itunes.apple.com/us/tv-season/your-shoes-untied-squids-day-off/id128316018?i=128360435
"SpongeBob SquarePants, Season 2",Kids,Season 2,2,Something Smells / Working Pearl,2002,https://itunes.apple.com/us/tv-season/something-smells-working-pearl/id128316018?i=128360438
"SpongeBob SquarePants, Season 2",Kids,Season 2,3,Big Pink Loser / Bubble Buddy,2002,https://itunes.apple.com/us/tv-season/big-pink-loser-bubble-buddy/id128316018?i=128360365
"SpongeBob SquarePants, Season 2",Kids,Season 2,4,Dying for Pie / Imitation Krabs,2002,https://itunes.apple.com/us/tv-season/dying-for-pie-imitation-krabs/id128316018?i=128360421
"SpongeBob SquarePants, Season 2",Kids,Season 2,5,Wormy / Patty Hype,2002,https://itunes.apple.com/us/tv-season/wormy-patty-hype/id128316018?i=128360423
"SpongeBob SquarePants, Season 2",Kids,Season 2,6,Patchy the Pirate Presents the SpongeBob SquarePants Christmas Special,2002,https://itunes.apple.com/us/tv-season/patchy-pirate-presents-spongebob-squarepants-christmas/id128316018?i=216773747
"SpongeBob SquarePants, Season 2",Kids,Season 2,7,Pre-Hibernation Week / Life of Crime,2002,https://itunes.apple.com/us/tv-season/pre-hibernation-week-life-of-crime/id128316018?i=128360433
"SpongeBob SquarePants, Season 2",Kids,Season 2,8,Grandma's Kisses / Squidville,2002,https://itunes.apple.com/us/tv-season/grandmas-kisses-squidville/id128316018?i=216036037
"SpongeBob SquarePants, Season 2",Kids,Season 2,9,Survival of the Idiots / Dumped,2002,https://itunes.apple.com/us/tv-season/survival-of-the-idiots-dumped/id128316018?i=128360405
"SpongeBob SquarePants, Season 2",Kids,Season 2,10,No Free Rides / I'm Your Biggest Fanatic,2002,https://itunes.apple.com/us/tv-season/no-free-rides-im-your-biggest-fanatic/id128316018?i=128360518
"SpongeBob SquarePants, Season 2",Kids,Season 2,11,Mermaid Man and Barnacleboy III / Squirrel Jokes,2002,https://itunes.apple.com/us/tv-season/mermaid-man-and-barnacleboy-iii-squirrel-jokes/id128316018?i=128360482
"SpongeBob SquarePants, Season 2",Kids,Season 2,12,Pressure / The Smoking Peanut,2002,https://itunes.apple.com/us/tv-season/pressure-the-smoking-peanut/id128316018?i=128360506
"SpongeBob SquarePants, Season 2",Kids,Season 2,13,Shanghaied / Gary Takes a Bath,2002,https://itunes.apple.com/us/tv-season/shanghaied-gary-takes-a-bath/id128316018?i=128360488
"SpongeBob SquarePants, Season 2",Kids,Season 2,14,Welcome to the Chum Bucket / Frankendoodle,2002,https://itunes.apple.com/us/tv-season/welcome-to-the-chum-bucket-frankendoodle/id128316018?i=128360504
"SpongeBob SquarePants, Season 2",Kids,Season 2,15,The Secret Box / Band Geeks,2002,https://itunes.apple.com/us/tv-season/the-secret-box-band-geeks/id128316018?i=128360509
"SpongeBob SquarePants, Season 2",Kids,Season 2,16,Graveyard Shift / Krusty Love,2002,https://itunes.apple.com/us/tv-season/graveyard-shift-krusty-love/id128316018?i=128360512
"SpongeBob SquarePants, Season 2",Kids,Season 2,17,Procrastination / I'm With Stupid,2002,https://itunes.apple.com/us/tv-season/procrastination-im-with-stupid/id128316018?i=128360514
"SpongeBob SquarePants, Season 2",Kids,Season 2,18,Sailor Mouth / Artist Unknown,2002,https://itunes.apple.com/us/tv-season/sailor-mouth-artist-unknown/id128316018?i=128360516
"SpongeBob SquarePants, Season 2",Kids,Season 2,19,Jellyfish Hunter / The Fry Cook Games,2002,https://itunes.apple.com/us/tv-season/jellyfish-hunter-the-fry-cook-games/id128316018?i=128360442
"SpongeBob SquarePants, Season 2",Kids,Season 2,20,"Sandy, SpongeBob, and the Worm / Squid On Strike",2002,https://itunes.apple.com/us/tv-season/sandy-spongebob-and-the-worm-squid-on-strike/id128316018?i=128360530
"SpongeBob SquarePants, Season 4",Kids,Season 4,1,Fear of a Krabby Patty / Shell of a Man,2009,https://itunes.apple.com/us/tv-season/fear-of-a-krabby-patty-shell-of-a-man/id201927298?i=202606262
"SpongeBob SquarePants, Season 4",Kids,Season 4,2,Krabs vs. Plankton / The Lost Mattress,2009,https://itunes.apple.com/us/tv-season/krabs-vs-plankton-the-lost-mattress/id201927298?i=202606295
"SpongeBob SquarePants, Season 4",Kids,Season 4,3,Have You Seen This Snail?,2009,https://itunes.apple.com/us/tv-season/have-you-seen-this-snail/id201927298?i=202608777
"SpongeBob SquarePants, Season 4",Kids,Season 4,4,Skill Crane / Good Neighbors,2009,https://itunes.apple.com/us/tv-season/skill-crane-good-neighbors/id201927298?i=202608360
"SpongeBob SquarePants, Season 4",Kids,Season 4,5,Selling Out / Funny Pants,2009,https://itunes.apple.com/us/tv-season/selling-out-funny-pants/id201927298?i=202607749
"SpongeBob SquarePants, Season 4",Kids,Season 4,6,Dunces and Dragons,2009,https://itunes.apple.com/us/tv-season/dunces-and-dragons/id201927298?i=202608431
"SpongeBob SquarePants, Season 4",Kids,Season 4,7,Mermaid Man and Barnacle Boy VI - The Motion Picture / Enemy In-Law,2009,https://itunes.apple.com/us/tv-season/mermaid-man-barnacle-boy-vi-motion-picture-enemy-in/id201927298?i=202608594
"SpongeBob SquarePants, Season 4",Kids,Season 4,8,Patrick Smartpants / Squidbob Tentaclepants,2009,https://itunes.apple.com/us/tv-season/patrick-smartpants-squidbob-tentaclepants/id201927298?i=202609202
"SpongeBob SquarePants, Season 4",Kids,Season 4,9,"Krusty Towers / Mrs. Puff, You're Fired",2009,https://itunes.apple.com/us/tv-season/krusty-towers-mrs-puff-youre-fired/id201927298?i=202609360
"SpongeBob SquarePants, Season 4",Kids,Season 4,10,Ghost Host / Chimps Ahoy,2009,https://itunes.apple.com/us/tv-season/ghost-host-chimps-ahoy/id201927298?i=202598093
"SpongeBob SquarePants, Season 4",Kids,Season 4,11,Whale of a Birthday / Karate Island,2009,https://itunes.apple.com/us/tv-season/whale-of-a-birthday-karate-island/id201927298?i=202608901
"SpongeBob SquarePants, Season 4",Kids,Season 4,12,All That Glitters / Wishing You Well,2009,https://itunes.apple.com/us/tv-season/all-that-glitters-wishing-you-well/id201927298?i=202608959
"SpongeBob SquarePants, Season 4",Kids,Season 4,13,The New Leaf / Once Bitten,2009,https://itunes.apple.com/us/tv-season/the-new-leaf-once-bitten/id201927298?i=202609080
"SpongeBob SquarePants, Season 4",Kids,Season 4,14,Bummer Vacation / Wigstruck,2009,https://itunes.apple.com/us/tv-season/bummer-vacation-wigstruck/id201927298?i=202609450
"SpongeBob SquarePants, Season 4",Kids,Season 4,15,The Thing / Hocus Pocus,2009,https://itunes.apple.com/us/tv-season/the-thing-hocus-pocus/id201927298?i=212386353
"SpongeBob SquarePants, Season 4",Kids,Season 4,16,Squidtastic Voyage / That's No Lady,2009,https://itunes.apple.com/us/tv-season/squidtastic-voyage-thats-no-lady/id201927298?i=213042024
"SpongeBob SquarePants, Season 4",Kids,Season 4,17,Born to Be Wild / Best Frenemies,2009,https://itunes.apple.com/us/tv-season/born-to-be-wild-best-frenemies/id201927298?i=268553383
"SpongeBob SquarePants, Season 4",Kids,Season 4,18,The Best Day Ever / The Gift of Gum,2009,https://itunes.apple.com/us/tv-season/the-best-day-ever-the-gift-of-gum/id201927298?i=268553591
"SpongeBob SquarePants, Season 4",Kids,Season 4,19,The Pink Purloiner / Squid Wood,2009,https://itunes.apple.com/us/tv-season/the-pink-purloiner-squid-wood/id201927298?i=269331435
"SpongeBob SquarePants, Season 4",Kids,Season 4,20,Driven to Tears / Rule of Dumb,2009,https://itunes.apple.com/us/tv-season/driven-to-tears-rule-of-dumb/id201927298?i=269331422
"South Park, Season 9",Comedy,Season 9,1,Mrs. Garrison's Fancy New Vagina,2005,https://itunes.apple.com/us/tv-season/mrs-garrisons-fancy-new-vagina/id213888692?i=217651868
"South Park, Season 9",Comedy,Season 9,2,"Die Hippie, Die",2005,https://itunes.apple.com/us/tv-season/die-hippie-die/id213888692?i=215711049
"South Park, Season 9",Comedy,Season 9,3,Wing,2005,https://itunes.apple.com/us/tv-season/wing/id213888692?i=215711364
"South Park, Season 9",Comedy,Season 9,4,Best Friends Forever,2005,https://itunes.apple.com/us/tv-season/best-friends-forever/id213888692?i=215713525
"South Park, Season 9",Comedy,Season 9,5,The Losing Edge,2005,https://itunes.apple.com/us/tv-season/the-losing-edge/id213888692?i=215713984
"South Park, Season 9",Comedy,Season 9,6,The Death of Eric Cartman,2005,https://itunes.apple.com/us/tv-season/the-death-of-eric-cartman/id213888692?i=215712202
"South Park, Season 9",Comedy,Season 9,7,Erection Day,2005,https://itunes.apple.com/us/tv-season/erection-day/id213888692?i=217651927
"South Park, Season 9",Comedy,Season 9,8,Two Days Before the Day After Tomorrow,2005,https://itunes.apple.com/us/tv-season/two-days-before-the-day-after-tomorrow/id213888692?i=215710177
"South Park, Season 9",Comedy,Season 9,9,Marjorine,2005,https://itunes.apple.com/us/tv-season/marjorine/id213888692?i=215716014
"South Park, Season 9",Comedy,Season 9,10,Follow That Egg,2005,https://itunes.apple.com/us/tv-season/follow-that-egg/id213888692?i=215712339
"South Park, Season 9",Comedy,Season 9,11,Ginger Kids,2005,https://itunes.apple.com/us/tv-season/ginger-kids/id213888692?i=215709214
"South Park, Season 9",Comedy,Season 9,12,Trapped In the Closet,2005,https://itunes.apple.com/us/tv-season/trapped-in-the-closet/id213888692?i=215710456
"South Park, Season 9",Comedy,Season 9,13,Free Willzyx,2005,https://itunes.apple.com/us/tv-season/free-willzyx/id213888692?i=217651865
"South Park, Season 9",Comedy,Season 9,14,Bloody Mary,2005,https://itunes.apple.com/us/tv-season/bloody-mary/id213888692?i=215716069
"The Flintstones, Season 1",Animation,Season 1,1,The Flintstone Flyer,2006,https://itunes.apple.com/us/tv-season/the-flintstone-flyer/id168269765?i=169181970
"The Flintstones, Season 1",Animation,Season 1,2,Hot Lips Hannigan,2006,https://itunes.apple.com/us/tv-season/hot-lips-hannigan/id168269765?i=169182052
"The Flintstones, Season 1",Animation,Season 1,3,The Swimming Pool,2006,https://itunes.apple.com/us/tv-season/the-swimming-pool/id168269765?i=169182079
"The Flintstones, Season 1",Animation,Season 1,4,No Help Wanted,2006,https://itunes.apple.com/us/tv-season/no-help-wanted/id168269765?i=169182081
"The Flintstones, Season 1",Animation,Season 1,5,The Split Personality,2006,https://itunes.apple.com/us/tv-season/the-split-personality/id168269765?i=169182083
"The Flintstones, Season 1",Animation,Season 1,6,Monster from the Tar Pits,2006,https://itunes.apple.com/us/tv-season/monster-from-the-tar-pits/id168269765?i=169182086
"The Flintstones, Season 1",Animation,Season 1,7,The Babysitters,2006,https://itunes.apple.com/us/tv-season/the-babysitters/id168269765?i=169182088
"The Flintstones, Season 1",Animation,Season 1,8,At the Races,2006,https://itunes.apple.com/us/tv-season/at-the-races/id168269765?i=169182090
"The Flintstones, Season 1",Animation,Season 1,9,The Engagement Ring,2006,https://itunes.apple.com/us/tv-season/the-engagement-ring/id168269765?i=169182092
"The Flintstones, Season 1",Animation,Season 1,10,"Hollyrock, Here I Come",2006,https://itunes.apple.com/us/tv-season/hollyrock-here-i-come/id168269765?i=169181974
"The Flintstones, Season 1",Animation,Season 1,11,The Golf Champion,2006,https://itunes.apple.com/us/tv-season/the-golf-champion/id168269765?i=169181976
"The Flintstones, Season 1",Animation,Season 1,12,The Sweepstakes Ticket,2006,https://itunes.apple.com/us/tv-season/the-sweepstakes-ticket/id168269765?i=169181978
"The Flintstones, Season 1",Animation,Season 1,13,The Drive-In,2006,https://itunes.apple.com/us/tv-season/the-drive-in/id168269765?i=169181980
"The Flintstones, Season 1",Animation,Season 1,14,The Prowler,2006,https://itunes.apple.com/us/tv-season/the-prowler/id168269765?i=169181982
"The Flintstones, Season 1",Animation,Season 1,15,The Girls' Night Out,2006,https://itunes.apple.com/us/tv-season/the-girls-night-out/id168269765?i=169181984
"The Flintstones, Season 1",Animation,Season 1,16,Arthur Quarry's Dance Class,2006,https://itunes.apple.com/us/tv-season/arthur-quarrys-dance-class/id168269765?i=169181987
"The Flintstones, Season 1",Animation,Season 1,17,The Big Bank Robbery,2006,https://itunes.apple.com/us/tv-season/the-big-bank-robbery/id168269765?i=169181998
"The Flintstones, Season 1",Animation,Season 1,18,The Snorkasaurus Story,2006,https://itunes.apple.com/us/tv-season/the-snorkasaurus-story/id168269765?i=169182022
"The Flintstones, Season 1",Animation,Season 1,19,The Hot Piano,2006,https://itunes.apple.com/us/tv-season/the-hot-piano/id168269765?i=169182045
"The Flintstones, Season 1",Animation,Season 1,20,The Hypnotist,2006,https://itunes.apple.com/us/tv-season/the-hypnotist/id168269765?i=169182054
"The Flintstones, Season 1",Animation,Season 1,21,Love Letters On the Rocks,2006,https://itunes.apple.com/us/tv-season/love-letters-on-the-rocks/id168269765?i=169182057
"The Flintstones, Season 1",Animation,Season 1,22,The Tycoon,2006,https://itunes.apple.com/us/tv-season/the-tycoon/id168269765?i=169182062
"The Flintstones, Season 1",Animation,Season 1,23,The Astro-Nuts,2006,https://itunes.apple.com/us/tv-season/the-astro-nuts/id168269765?i=169182066
"The Flintstones, Season 1",Animation,Season 1,24,"The Long, Long Weekend",2006,https://itunes.apple.com/us/tv-season/the-long-long-weekend/id168269765?i=169182068
"The Flintstones, Season 1",Animation,Season 1,25,In the Dough,2006,https://itunes.apple.com/us/tv-season/in-the-dough/id168269765?i=169182070
"The Flintstones, Season 1",Animation,Season 1,26,The Good Scout,2006,https://itunes.apple.com/us/tv-season/the-good-scout/id168269765?i=169182073
"The Flintstones, Season 1",Animation,Season 1,27,Rooms for Rent,2006,https://itunes.apple.com/us/tv-season/rooms-for-rent/id168269765?i=169182075
"The Flintstones, Season 1",Animation,Season 1,28,Fred Flintstone's: Before and After,2006,https://itunes.apple.com/us/tv-season/fred-flintstones-before-and-after/id168269765?i=169182077
"Psycho-Pass, Season 1",Animation,Season 1,1,Crime Coefficient,2014,https://itunes.apple.com/us/tv-season/crime-coefficient/id818678209?i=818859145
"Psycho-Pass, Season 1",Animation,Season 1,2,Those Capable,2014,https://itunes.apple.com/us/tv-season/those-capable/id818678209?i=819582890
"Psycho-Pass, Season 1",Animation,Season 1,3,Rearing Conventions,2014,https://itunes.apple.com/us/tv-season/rearing-conventions/id818678209?i=819059789
