Movie Title,Release Year,Genre,Actors,Producers,Directors
The Vow,2013,Thriller,"[""Jude Law"", ""Rooney Mara"", ""Catherine Zeta-Jones"", ""Channing Tatum"", ""Vinessa Shaw"", ""Ann Dowd"", ""Mamie Gummer""]","[""Lorenzo di Bonaventura"", ""Gregory Jacobs"", ""Scott Z. Burns""]","[""Steven Soderbergh""]"
Room,2012,Romance,"[""Channing Tatum"", ""Rachel McAdams"", ""Jessica McNamee"", ""Scott Speedman"", ""Sam Neill"", ""Jessica Lange""]","[""Roger Birnbaum"", ""Paul Taublieb"", ""Jonathan Glickman"", ""Gary Barber""]","[""Michael Sucsy""]"
Love & Other Drugs,2015,Drama,"[""Brie Larson"", ""Joan Allen"", ""William H. Macy"", ""Jacob Tremblay"", ""Sean Bridgers""]","[""David Gross"", ""Ed Guiney""]","[""Lenny Abrahamson""]"
Snowpiercer,2010,Comedy,"[""Jake Gyllenhaal"", ""Anne Hathaway""]",[],"[""Edward Zwick""]"
Manchester By the Sea,2014,Action & Adventure,"[""Chris Evans"", ""Tilda Swinton"", ""Jamie Bell"", ""Octavia Spencer"", ""John Hurt"", ""Ed Harris"", ""Alison Pill"", ""Song Kang Ho"", ""Ko A-Sung""]","[""Park Chan-Wook"", ""Steven Nam"", ""Tae-hun Lee"", ""Jeong Tae-sung""]","[""Bong Joon-ho""]"
The Twilight Saga: New Moon (Extended Edition),2016,Drama,"[""Casey Affleck"", ""Michelle Williams"", ""Kyle Chandler"", ""Lucas Hedges""]","[""Kimberly Steward"", ""Matt Damon"", ""Chris Moore"", ""Lauren Beck"", ""Kevin J. Walsh""]","[""Kenneth Lonergan""]"
The Twilight Saga: Eclipse (Extended Edition),2009,Romance,"[""Kristen Stewart"", ""Robert Pattinson"", ""Taylor Lautner"", ""Billy Burke"", ""Peter Facinelli""]","[""Marty Bowen"", ""Wyck Godfrey""]","[""Chris Weitz""]"
About Time,2010,Romance,"[""Kristen Stewart"", ""Robert Pattinson"", ""Taylor Lautner"", ""Billy Burke"", ""Peter Facinelli""]",[],"[""David Slade""]"
Safe Haven (2013),2013,Comedy,"[""Domhnall Gleeson"", ""Rachel McAdams"", ""Bill Nighy"", ""Tom Hollander"", ""Margot Robbie""]","[""Tim Bevan"", ""Eric Fellner"", ""Nicky Kentish Barnes""]","[""Richard Curtis""]"
Split (2017),2013,Drama,"[""Julianne Hough"", ""Josh Duhamel"", ""Cobie Smulders""]","[""Nicholas Sparks"", ""Tracey Nyberg"", ""Tucker Tooley"", ""Marty Bowen"", ""Wyck Godfrey"", ""Ryan Kavanaugh"", ""Jason Beckman"", ""Jason Colodne""]","[""Lasse Hallström""]"
The Curious Case of Benjamin Button,2017,Thriller,"[""James McAvoy"", ""Anya Taylor-Joy"", ""Betty Buckley"", ""Haley Lu Richardson"", ""Jessica Sula""]","[""M. Night Shyamalan"", ""Jason Blum"", ""Marc Bienstock""]","[""M. Night Shyamalan""]"
13 Hours: The Secret Soldiers of Benghazi,2008,Drama,"[""Brad Pitt"", ""Cate Blanchett"", ""Tilda Swinton"", ""Julia Ormond"", ""Elle Fanning""]","[""Ceán Chaffin"", ""Kathleen Kennedy"", ""Frank Marshall""]","[""David Fincher""]"
Her (2013),2016,Action & Adventure,"[""James Badge Dale"", ""John Krasinski"", ""Max Martini""]","[""Erwin Stoff"", ""Michael Bay"", ""Scott Gardenhour"", ""Richard Abate"", ""Matthew Cohan""]","[""Michael Bay""]"
Unbroken,2014,Drama,"[""Joaquin Phoenix"", ""Scarlett Johansson"", ""Amy Adams"", ""Rooney Mara"", ""Olivia Wilde""]","[""Spike Jonze"", ""Vincent Landay"", ""Megan Ellison""]","[""Spike Jonze""]"
Juno,2014,Drama,"[""Jack O'Connell"", ""Domhnall Gleeson"", ""Miyavi"", ""Garrett Hedlund"", ""Finn Wittrock""]","[""Angelina Jolie"", ""Clayton Townsend"", ""Matthew Baer"", ""Erwin Stoff""]","[""Angelina Jolie""]"
Rush,2007,Comedy,"[""Ellen Page"", ""Michael Cera"", ""Jennifer Garner"", ""Jason Bateman""]","[""Mason Novick"", ""John Malkovich"", ""Lianne Halfon"", ""Russell Smith"", ""Jason Reitman""]","[""Jason Reitman""]"
The Grey,2013,Action & Adventure,"[""Chris Hemsworth"", ""Daniel Brühl"", ""Olivia Wilde"", ""Alexandra Maria Lara"", ""Natalie Dormer""]","[""Andrew Eaton"", ""Eric Fellner"", ""Brian Oliver"", ""Peter Morgan"", ""Brian Grazer""]","[""Ron Howard""]"
The Fighter (2010),2012,Drama,"[""Liam Neeson"", ""Frank Grillo"", ""Dermot Mulroney"", ""Dallas Roberts"", ""Joe Anderson"", ""Nonso Anozie"", ""James Badge Dale""]","[""Jules Daly"", ""Ridley Scott"", ""Mickey Lidell""]","[""Joe Carnahan""]"
To Rome With Love,2010,Drama,"[""Mark Wahlberg"", ""Christian Bale"", ""Amy Adams"", ""Melissa Leo""]","[""Dorothy Aufiero"", ""David Hoberman"", ""Ryan Kavanaugh"", ""Todd Lieberman"", ""Paul Tamasy"", ""Mark Wahlberg""]","[""David O. Russell""]"
Taken,2012,Comedy,[],[],[]
"Definitely, Maybe",2009,Action & Adventure,"[""Liam Neeson"", ""Maggie Grace"", ""Leland Orser"", ""Jon Gries"", ""David Warshofsky"", ""Katie Cassidy"", ""Holly Valance"", ""Famke Janssen""]",[],"[""Pierre Morel""]"
Non-Stop,2008,Romance,"[""Ryan Reynolds"", ""Isla Fisher"", ""Derek Luke"", ""Abigail Breslin"", ""Elizabeth Banks"", ""Rachel Weisz""]","[""Tim Bevan"", ""Eric Fellner""]","[""Adam Brooks""]"
The Man from U.N.C.L.E.,2014,Action & Adventure,"[""Liam Neeson""]",[],"[""Jaume Collet-Serra""]"
The Notebook,2015,Action & Adventure,"[""Henry Cavill"", ""Armie Hammer"", ""Alicia Vikander"", ""Elizabeth Debicki"", ""Jared Harris"", ""Hugh Grant""]","[""Guy Ritchie"", ""Lionel Wigram"", ""John Davis"", ""Steve Clark-Hall""]","[""Guy Ritchie""]"
We Bought a Zoo,2004,Drama,"[""Ryan Gosling"", ""Rachel McAdams"", ""James Garner"", ""Gena Rowlands"", ""James Marsden"", ""Kevin Connolly"", ""Sam Shepard"", ""Joan Allen""]",[],"[""Nick Cassavetes""]"
The Pursuit of Happyness,2011,Kids & Family,"[""Matt Damon"", ""Scarlett Johansson"", ""Thomas Haden Church""]",[],"[""Cameron Crowe""]"
Glengarry Glen Ross,2007,Drama,"[""Will Smith"", ""Thandie Newton"", ""Brian Howe"", ""James Karen"", ""Dan Castellaneta"", ""Kurt Fuller"", ""Jaden Smith""]","[""Steve Tisch"", ""Will Smith"", ""Todd Black"", ""James Lassiter"", ""Jason Blumenthal""]","[""Gabriele Muccino""]"
A Dog's Purpose,1992,Drama,"[""Al Pacino"", ""Jack Lemmon"", ""Alec Baldwin"", ""Alan Arkin"", ""Ed Harris"", ""Kevin Spacey"", ""Jonathan Pryce""]","[""Jerry Tokofsky"", ""Stanley R. Zupnik""]","[""James Foley""]"
The Founder,2017,Drama,"[""Britt Robertson"", ""KJ Apa"", ""John Ortiz"", ""Dennis Quaid"", ""Josh Gad""]","[""Gavin Polone""]","[""Lasse Hallström""]"
Nick & Norah's Infinite Playlist,2017,Drama,"[""Michael Keaton"", ""Laura Dern"", ""Linda Cardellini"", ""Nick Offerman"", ""Patrick Wilson"", ""B.J. Novak"", ""John Carroll Lynch""]","[""Don Handfield"", ""Jeremy Renner"", ""Aaron Ryder""]","[""John Lee Hancock""]"
Gangs of New York (2002),2008,Romance,"[""Michael Cera"", ""Kat Dennings"", ""Alexis Dziena"", ""Ari Graynor"", ""Aaron Yoo"", ""Jay Baruchel""]","[""Chris Weitz"", ""Paul Weitz"", ""Andrew Miano"", ""Kerry Kohansky-Roberts""]","[""Peter Sollett""]"
Allied,2002,Drama,"[""Daniel Day-Lewis"", ""Cameron Diaz"", ""Liam Neeson"", ""Leonardo DiCaprio"", ""John C. Reilly""]","[""Harvey Weinstein"", ""Bob Weinstein""]","[""Martin Scorsese"", ""Alberto Grimaldi""]"
Real Steel,2016,Drama,"[""Brad Pitt"", ""Marion Cotillard"", ""Jared Harris"", ""Simon McBurney"", ""Lizzy Caplan""]","[""Robert Zemeckis"", ""Graham King"", ""Steve Starkey""]","[""Robert Zemeckis""]"
Inferno,2011,Action & Adventure,"[""Hugh Jackman"", ""Dakota Goyo"", ""Evangeline Lilly"", ""Anthony Mackie"", ""Kevin Durand""]","[""Don Murphy"", ""Susan Montford""]","[""Shawn Levy""]"
Noah,2016,Thriller,"[""Tom Hanks"", ""Felicity Jones"", ""Irrfan Khan"", ""Omar Sy"", ""Ben Foster"", ""Sidse Babett Knudsen"", ""Ana Ularu"", ""Ida Darvish"", ""Paul Ritter""]","[""Ron Howard"", ""Brian Grazer""]","[""Ron Howard""]"
The Gift (2015),2014,Drama,"[""Russell Crowe"", ""Jennifer Connelly"", ""Ray Winstone"", ""Emma Watson"", ""Anthony Hopkins"", ""Logan Lerman""]","[""Scott Franklin"", ""Darren Aronofsky"", ""Mary Parent"", ""Arnon Milchan""]","[""Darren Aronofsky""]"
50/50,2015,Thriller,"[""Jason Bateman"", ""Rebecca Hall"", ""Joel Edgerton""]","[""Jason Blum"", ""Rebecca Yeldham"", ""Joel Edgerton""]","[""Joel Edgerton""]"
The Longest Ride,2011,Comedy,"[""Joseph Gordon-Levitt"", ""Seth Rogen"", ""Anna Kendrick"", ""Bryce Dallas Howard"", ""Angelica Huston""]","[""Ben Karlin""]","[""Jonathan Levine""]"
Draft Day,2015,Drama,"[""Britt Robertson"", ""Scott Eastwood"", ""Jack Huston"", ""Oona Chaplin"", ""Alan Alda""]",[],"[""George Tillman Jr.""]"
Rocky,2014,Drama,"[""Ellen Burstyn"", ""Denis Leary"", ""Kevin Costner"", ""Sam Elliot"", ""Jennifer Garner"", ""Frank Langella"", ""Sean Combs"", ""Terry Crews""]","[""Ivan Reitman"", ""Joe Mediuck"", ""Ali Bell""]","[""Ivan Reitman""]"
Get Out,1976,Drama,"[""Sylvester Stallone"", ""Talia Shire"", ""Burt Young"", ""Carl Weathers"", ""Burgess Meredith""]","[""Robert Chartoff"", ""Irwin Winkler""]","[""John G. Avildsen""]"
The Lucky One,2017,Horror,"[""Daniel Kaluuya"", ""Allison Williams"", ""Bradley Whitford"", ""Caleb Landry Jones"", ""Stephen Root"", ""Catherine Keener""]","[""Jordan Peele"", ""Sean McKittrick"", ""Jason Blum"", ""Edward H. Hamm Jr.""]","[""Jordan Peele""]"
Dawn of the Planet of the Apes,2012,Romance,"[""Zac Efron"", ""Taylor Schilling"", ""Blythe Danner""]","[""Denise Di Novi"", ""Kevin McCormick""]","[""Scott Hicks""]"
Concussion,2014,Action & Adventure,"[""Andy Serkis"", ""Jason Clarke"", ""Gary Oldman"", ""Keri Russell"", ""Toby Kebbell"", ""Kodi Smit-McPhee""]",[],"[""Matt Reeves""]"
Fight Club,2015,Drama,"[""Will Smith"", ""Alec Baldwin"", ""Gugu Mbatha-Raw"", ""Arliss Howard"", ""Paul Reiser"", ""Luke Wilson"", ""Adewale Akinnuoye-Agbaje"", ""Mike O'Malley"", ""David Morse"", ""Albert Brooks"", ""L. Scott Caldwell"", """", """", """", """", """", """", """"]","[""Ridley Scott"", ""Giannina Scott"", ""David Wolthoff"", ""Larry Shuman"", ""Elizabeth Cantillon""]","[""Peter Landesman""]"
Eat Pray Love,1999,Thriller,"[""Brad Pitt"", ""Edward Norton"", ""Helena Bonham Carter"", ""Meat Loaf"", ""Jared Leto""]","[""Cean Chaffin"", ""Art Linson"", ""Ross Grayson Bell""]","[""David Fincher""]"
The Shallows,2010,Drama,"[""Julia Roberts"", ""James Franco"", ""Richard Jenkins"", ""Viola Davis"", ""Billy Crudup"", ""Javier Bardem""]","[""Dede Gardner""]","[""Ryan Murphy""]"
The Breakfast Club,2016,Thriller,"[""Blake Lively"", ""Óscar Jaenada""]","[""Lynn Harris"", ""Matti Leshem""]","[""Jaume Collet-Serra""]"
Prisoners (2013),1985,Drama,"[""Molly Ringwald"", ""Emilio Estevez"", ""Anthony Michael Hall"", ""Judd Nelson"", ""Ally Sheedy""]","[""John Hughes"", ""Ned Tanen"", ""Dale Pollock""]","[""John Hughes""]"
Lone Survivor,2013,Thriller,"[""Hugh Jackman"", ""Jake Gyllenhaal"", ""Viola Davis"", ""Maria Bello"", ""Terrence Howard"", ""Melissa Leo"", ""Paul Dano""]","[""Andrew A. Kosove"", ""Broderick Johnson"", ""Kira Davis"", ""Adam Kolbrenner""]","[""Denis Villeneuve""]"
GoodFellas,2013,Action & Adventure,"[""Mark Wahlberg"", ""Taylor Kitsch"", ""Emile Hirsch"", ""Ben Foster"", ""Eric Bana""]","[""Mark Wahlberg"", ""Peter Berg"", ""Sarah Aubrey"", ""Randall Emmett"", ""Norton Herrick"", ""Barry Spikings"", ""Akiva Goldsman"", ""Stephen Levinson"", ""Vitaly Grigoriants""]","[""Peter Berg""]"
Warrior,1990,Drama,"[""Robert De Niro"", ""Ray Liotta"", ""Joe Pesci"", ""Lorraine Bracco"", ""Paul Sorvino""]","[""Barbara de Fina"", ""Irwin Winkler""]","[""Martin Scorsese""]"
Money Monster,2011,Drama,"[""Tom Hardy"", ""Joel Edgerton"", ""Jennifer Morrison"", ""Nick Nolte""]","[""Greg O'Connor""]","[""Anthony Tambakis"", ""Cliff Dorfman"", ""Gavin O'Connor""]"
Brooklyn,2016,Drama,"[""George Clooney"", ""Julia Roberts"", ""Jack O'Connell"", ""Dominic West"", ""Caitriona Balfe"", ""Giancarlo Esposito"", ""Christopher Denham"", ""Lenny Venito"", ""Chris Bauer"", ""Dennis Boutsikaris"", ""Emily Meade"", """", """"]","[""George Clooney"", ""Daniel Dubiecki"", ""Lara Alameddine"", ""Grant Heslov""]","[""Jodie Foster""]"
Star Trek,2015,Drama,"[""Saoirse Ronan"", ""Domhnall Gleeson"", ""Emory Cohen"", ""Jim Broadbent"", ""Julie Walters""]",[],"[""John Crowley""]"
Black Mass,2009,Sci-Fi & Fantasy,"[""Chris Pine"", ""Zachary Quinto"", ""Simon Pegg"", ""Karl Urban"", ""Zoe Saldana"", ""Eric Bana"", ""John Cho"", ""Anton Yelchin"", ""Winona Ryder"", ""Chris Hemsworth""]","[""J.J. Abrams"", ""Alex Kurtzman"", ""Roberto Orci"", ""Bryan Burk"", ""Stratton Leopold"", ""Damon Lindelof""]","[""J.J. Abrams""]"
Rocky Balboa,2015,Drama,"[""Johnny Depp"", ""Joel Edgerton"", ""Benedict Cumberbatch"", ""Kevin Bacon"", ""Jesse Plemons"", ""Peter Sarsgaard"", ""Rory Cochrane"", ""Adam Scott"", ""Dakota Johnson"", ""Corey Stoll""]","[""Scott Cooper"", ""Brian Oliver"", ""Tyler Thompson"", ""John Lesher"", ""Patrick McCormick""]","[""Scott Cooper""]"
Hanna,2006,Drama,"[""Sylvester Stallone"", ""Burt Young"", ""Antonio Tarver"", ""Geraldine Hughes"", ""Milo Ventimiglia"", ""Tony Burton"", ""A.J. Benza"", ""James Francis Kelly III"", ""Talia Shire"", ""Mike Tyson"", ""Henry G. Sanders""]","[""David Winkler"", ""William Chartoff"", ""Kevin King"", ""Charles Winkler""]","[""Sylvester Stallone""]"
Moonrise Kingdom,2011,Thriller,"[""Saoirse Ronan"", ""Eric Bana"", ""Cate Blanchett"", ""Tom Hollander"", ""Olivia Williams"", ""Jason Flemyng"", ""Jessica Barden""]","[""Leslie Holleran"", ""Marty Adelstein"", ""Scott Nemes""]","[""Joe Wright""]"
The Last Song,2012,Comedy,"[""Bruce Willis"", ""Edward Norton"", ""Bill Murray"", ""Frances McDormand"", ""Tilda Swinton"", ""Jared Gilman"", ""Kara Hayward"", ""Jason Schwartzman"", ""Bob Balaban""]","[""Wes Anderson"", ""Scott Rudin"", ""Steven Rales"", ""Jeremy Dawson""]","[""Wes Anderson""]"
The Judge,2010,Drama,"[""Miley Cyrus"", ""Liam Hemsworth"", ""Bobby Coleman"", ""Kelly Preston"", ""Greg Kinnear""]","[""Adam Shankman"", ""Jennifer Gibgot""]","[""Julie Anne Robinson""]"
Heaven Is for Real,2014,Drama,"[""Robert Downey Jr."", ""Robert Duvall"", ""Billy Bob Thornton"", ""Vera Farmiga"", ""Vincent D'Onofrio"", ""Leighton Meester"", ""Jeremy Strong""]","[""David Dobkin"", ""Susan Downey"", ""David Gambino""]","[""David Dobkin""]"
10 Cloverfield Lane,2014,Drama,"[""Greg Kinnear"", ""Kelly Reilly"", ""Margo Martindale"", ""Jacob Vargas"", ""Connor Corum"", ""Thomas Haden Church""]","[""Joe Roth"", ""T.D. Jakes""]","[""Randall Wallace""]"
Margin Call,2016,Thriller,"[""John Goodman"", ""Mary Elizabeth Winstead"", ""John Gallagher, Jr.""]","[""J.J. Abrams"", ""Lindsey Weber""]","[""Dan Trachtenberg""]"
Crash (2004),2011,Drama,"[""Kevin Spacey"", ""Paul Bettany"", ""Jeremy Irons"", ""Zachary Quinto"", ""Penn Badgley"", ""Simon Baker"", ""Mary McDonnell"", ""Demi Moore""]",[],"[""J.C. Chandor""]"
Beatriz At Dinner,2005,Drama,"[""Sandra Bullock"", ""Don Cheadle"", ""Matt Dillon"", ""Jennifer Esposito"", ""William Fichtner"", ""Brendan Fraser"", ""Terrence Howard"", ""Chris 'Ludacris' Bridges"", ""Thandie Newton"", ""Ryan Phillippe"", ""Larenz Tate""]","[""Paul Haggis"", ""Don Cheadle"", ""Mark R. Harris"", ""Bobby Moresco"", ""Bob Yari""]","[""Paul Haggis""]"
Fury,2017,Comedy,"[""Salma Hayek"", ""John Lithgow"", ""Connie Britton"", ""Chloë Sevigny"", ""Jay Duplass"", ""David Warshofsky"", ""Amy Landecker""]","[""Aaron L. Gilbert"", ""David Hinojosa"", ""Pamela Koffler"", ""Christine Vachon""]","[""Miguel Arteta""]"
Rocky IV,2014,Action & Adventure,"[""Brad Pitt"", ""Shia LaBeouf"", ""Logan Lerman"", ""Michael Peña"", ""Jon Bernthal"", ""Jason Isaacs"", ""Brad William Henke"", ""Jim Parrack"", ""Xavier Samuel"", ""Scott Eastwood"", ""Kevin Vance""]","[""Bill Block"", ""John Lesher"", ""Ethan Smith""]","[""David Ayer""]"
The Shack,1985,Drama,"[""Sylvester Stallone"", ""Talia Shire"", ""Burt Young"", ""Carl Weathers"", ""Brigitte Nielsen"", ""Dolph Lundgren"", ""Tony Burton""]","[""Robert Chartoff"", ""Irwin Winkler""]","[""Sylvester Stallone""]"
Remember the Titans,2017,Drama,"[""Sam Worthington"", ""Octavia Spencer"", ""Avraham Aviv Alush"", ""Radha Mitchell"", ""Alice Braga"", ""Sumire"", ""Amelie Eve"", ""Megan Charpentier"", ""Gage Munroe"", ""Graham Greene"", ""Tim McGraw""]","[""Gil Netter"", ""Brad Cummings""]","[""Stuart Hazeldine""]"
300: Rise of An Empire,2000,Drama,"[""Denzel Washington"", ""Will Patton"", ""Donald Faison"", ""Nicole Ari Parker"", ""Wood Harris"", ""Ryan Hurst""]","[""Jerry Bruckheimer"", ""Chad Oman""]","[""Boaz Yakin""]"
Inside Man,2014,Action & Adventure,"[""Sullivan Stapleton"", ""Eva Green"", ""Lena Headey"", ""Hans Matheson"", ""Rodrigo Santoro""]","[""Gianni Nunnari"", ""Mark Canton"", ""Zack Snyder"", ""Deborah Snyder"", ""Bernie Goldmann""]","[""Noam Murro""]"
The Girl with the Dragon Tattoo,2006,Drama,"[""Denzel Washington"", ""Jodie Foster"", ""Clive Owen"", ""Christopher Plummer"", ""Willem Dafoe"", ""Chiwetel Ejiofor"", ""Carlos Andrés Gómez"", ""Kim Director"", ""James Ransone"", ""Bernard Rachelle""]","[""Brian Grazer""]","[""Spike Lee""]"
The Hundred-Foot Journey,2011,Thriller,"[""Daniel Craig"", ""Rooney Mara"", ""Christopher Plummer"", ""Stellan Skarsgård"", ""Steven Berkoff"", ""Robin Wright"", ""Yorick Van Wageningen"", ""Joely Richardson"", ""Geraldine James"", ""Goran Visnjic"", """", """"]","[""Scott Rudin"", ""Ole Sondberg"", ""Sören Staermose"", ""Ceán Chaffin""]","[""David Fincher""]"
Moonlight,2014,Drama,"[""Helen Mirren"", ""Om Puri"", ""Manish Dayal"", ""Charlotte Le Bon"", ""Michel Blanc"", ""Vincent Elbaz"", ""Juhi Chawla"", ""Amit Shah"", ""Farzana Dua Elahe"", ""Clement Sibony"", ""Alban Aumard""]","[""Steven Spielberg"", ""Oprah Winfrey"", ""Juliet Blake""]","[""Lasse Hallström""]"
Les Misérables (2012),2016,Drama,"[""Mahershala Ali"", ""Alex Hibbert"", ""Janelle Monáe"", ""Naomie Harris"", ""Ashton Sanders"", ""Trevante Rhodes"", ""Andre Holland""]","[""Adele Romanski"", ""Dede Gardner"", ""Jeremy Kleiner""]","[""Barry Jenkins""]"
Unstoppable (2010),2013,Drama,"[""Hugh Jackman"", ""Russell Crowe"", ""Anne Hathaway"", ""Amanda Seyfried"", ""Eddie Redmayne"", ""Helena Bonham Carter"", ""Sacha Baron Cohen""]","[""Tim Bevan"", ""Eric Fellner"", ""Debra Hayward"", ""Cameron Mackintosh""]","[""Tom Hooper""]"
White House Down,2010,Action & Adventure,"[""Denzel Washington"", ""Chris Pine"", ""Rosario Dawson""]",[],"[""Tony Scott""]"
The Purge,2013,Action & Adventure,"[""Channing Tatum"", ""Jamie Foxx"", ""Maggie Gyllenhaal"", ""Jason Clarke"", ""Richard Jenkins"", ""Joey King"", ""James Woods"", ""Nicolas Wright"", ""Jimmi Simpson"", ""Michael Murphy"", ""Rachelle Lefevre"", ""Lance Reddick"", """", """", """", """", """", """", """"]","[""Bradley Fischer"", ""Harald Kloser"", ""James Vanderbilt"", ""Larry Franco"", ""Laeta Kalogridis""]","[""Roland Emmerich""]"
The Ides of March,2013,Thriller,"[""Ethan Hawke"", ""Lena Headey"", ""Adelaide Kane"", ""Max Burkholder"", ""Rhys Wakefield""]","[""Sébastien K. Lemercier"", ""Jason Blum"", ""Michael Bay"", ""Andrew Form"", ""Brad Fuller"", ""Bradley Fuller""]","[""James DeMonaco""]"
Joy,2011,Drama,"[""Ryan Gosling"", ""George Clooney"", ""Philip Seymour Hoffman"", ""Paul Giamatti"", ""Marisa Tomei"", ""Jeffrey Wright"", ""Evan Rachel Wood""]","[""Grant Heslov"", ""Brian Oliver""]",[]
The Girl with the Dragon Tattoo (Swedish With English Subtitles),2015,Drama,"[""Jennifer Lawrence"", ""Robert De Niro"", ""Edgar Ramirez"", ""Diane Ladd"", ""Virginia Madsen"", ""Isabella Rossellini"", ""Bradley Cooper""]",[],"[""David O. Russell""]"
Selma,2009,Thriller,"[""Michael Nyqvist"", ""Noomi Rapace"", ""Lena Endre"", ""Peter Haber"", ""Sven-Bertil Taube""]","[""Sören Staermose""]","[""Niels Arden Oplev""]"
Snowden,2015,Drama,"[""David Oyelowo"", ""Tom Wilkinson"", ""Cuba Gooding Jr."", ""Alessandro Nivola"", ""Giovanni Ribisi"", ""Tim Roth"", ""Oprah Winfrey""]","[""Oprah Winfrey"", ""Ava DuVernay"", ""Christian Colson"", ""Dede Gardner"", ""Jeremy Kleiner"", ""Cameron McCraken"", ""Nik Bower"", ""Brad Pitt"", ""Diarmuid McKeown"", ""Paul Garnes"", ""Nan Morales""]","[""Ava DuVernay""]"
12 Years a Slave,2016,Drama,"[""Joseph Gordon-Levitt"", ""Shailene Woodley"", ""Melissa Leo"", ""Zachary Quinto"", ""Tom Wilkinson"", ""Scott Eastwood"", ""Logan Marshall-Green"", ""Timothy Olyphant"", ""Ben Schnetzer"", ""Keith Stanfield"", """", """"]","[""Moritz Borman"", ""Fernando Sulichin"", ""Philip Schulz-Deyle"", ""Eric Kopeloff""]","[""Oliver Stone""]"
Rocky III,2013,Drama,"[""Chiwetel Ejiofor"", ""Michael Fassbender"", ""Benedict Cumberbatch"", ""Paul Dano"", ""Paul Giamatti"", ""Brad Pitt"", ""Lupita Nyong'o"", ""Sarah Paulson""]",[],"[""Steve McQueen""]"
The Blind Side,1982,Drama,"[""Sylvester Stallone"", ""Talia Shire"", ""Burt Young"", ""Carl Weathers"", ""Burgess Meredith"", ""Tony Burton"", ""Mr. T"", ""Hulk Hogan""]","[""Arthur Chobanian"", ""Robert Chartoff"", ""Irwin Winkler""]","[""Sylvester Stallone""]"
Soul Surfer,2009,Drama,"[""Sandra Bullock"", ""Tim McGraw"", ""Kathy Bates"", ""Quinton Aaron"", ""Lily Collins"", ""Jae Head""]","[""Gil Netter"", ""Broderick Johnson"", ""Andrew A. Kosove""]","[""John Lee Hancock""]"
Step Up,2011,Drama,"[""AnnaSophia Robb"", ""Helen Hunt"", ""Dennis Quaid"", ""Lorraine Nicholson"", ""Carrie Underwood""]",[],"[""Sean McNamara""]"
Angels & Demons,2006,Drama,"[""Channing Tatum"", ""Jenna Dewan"", ""Mario"", ""Drew Sidora"", ""Rachel Griffiths""]","[""Erik Feig"", ""Jennifer Gibot"", ""Adam Shankman"", ""Patrick Wachsberger""]","[""Anne Fletcher""]"
2012,2009,Thriller,"[""Tom Hanks"", ""Ewan McGregor"", ""Ayelet Zurer"", ""Stellan Skarsgård"", ""Pierfrancesco Favino"", ""Nikolaj Lie Kaas"", ""Armin Mueller-Stahl""]","[""Brian Grazer"", ""John Calley"", ""Ron Howard""]","[""Ron Howard""]"
Straight Outta Compton (Unrated Director's Cut),2010,Action & Adventure,"[""John Cusack"", ""Chiwetel Ejiofor"", ""Amanda Peet"", ""Oliver Platt"", ""Thandie Newton"", ""George Segal"", ""Tom McCarthy"", ""Danny Glover"", ""Woody Harrelson""]","[""Harald Kloser"", ""Mark Gordon"", ""Larry Franco""]","[""Roland Emmerich""]"
Burlesque,2015,Drama,"[""O'Shea Jackson Jr."", ""Corey Hawkins"", ""Jason Mitchell"", ""Neil Brown Jr."", ""Aldis Hodge"", ""Paul Giamatti""]","[""Ice Cube"", ""Tomica Woods-Wright"", ""Matt Alvarez"", ""F. Gary Gray"", ""Scott Bernstein"", ""Dr. Dre""]","[""F. Gary Gray""]"
