Miss Hokusai,2014,Action & Adventure,"[""Thomas Jane"", ""Alfred Molina"", ""Anna Torv""]",[],"[""Gun Ho Jang""]"
Short Peace,2016,Anime,"[""Erica Lindbeck"", ""Richard Epcar"", ""Ethan Murray"", ""Robbie Daymond"", ""Barbara Goodson"", ""Courtney Chu"", ""Marc Diraison"", ""Cindy Robinson"", ""Mike Pollock"", ""Kevin T. Collins""]","[""Keiko Matsushita""]","[""Keiichi Hara""]"
Towa no Quon: Chapter 1 (Dubbed),2014,Anime,"[""Saori Hayami"", ""Masakazu Morita""]",[],"[""Hiroaki Ando"", ""Hajime Katoki"", ""森田修平"", ""Katsuhiro Otomo""]"
Colorful,2011,Anime,"[""Corey Hartzog"", ""Jessica Boone""]",[],"[""Umanosuke Iida""]"
Patema Inverted,2013,Anime,"[""Greg Ayres""]",[],"[""Keiichi Hara""]"
Sailor Moon R: The Movie,2014,Sci-Fi & Fantasy,"[""Cassandra Lee Morris"", ""Michael Sinterniklaas""]",[],"[""Yasuhiro Yoshiura""]"
Towa no Quon: Chapter 3 (Dubbed),1993,Anime,"[""Stephanie Sheh"", ""Chibi-Usa"", ""Yui"", ""Aya"", ""Mamoru Chiba / Tuxedo Mask""]",[],"[""HARUME KOSAKA""]"
Towa no Quon: Chapter 6 (Dubbed),2011,Anime,"[""Corey Hartzog"", ""Jessica Boone""]",[],"[""Umanosuke Iida""]"
Underdogs,2011,Anime,"[""Corey Hartzog"", ""Jessica Boone""]",[],"[""Umanosuke Iida""]"
Lady Death,2016,Comedy,"[""Ariana Grande"", ""Nicholas Hoult"", ""Matthew Morrison"", ""Eugenio Derbez"", ""Taran Killam"", ""Bobby Moynihan"", ""Chazz Palminteri"", ""Bella Thorne"", ""Shawn Mendes"", ""Brooklyn Beckham"", ""Katie Holmes"", ""John Leguizamo"", """"]","[""Juan Jose Campanella"", ""Jorge Estrada Mora"", ""Gastón Gorali"", ""Manuel Polanc"", ""Mikel Lejarza"", ""Mercedes Gamero""]","[""Juan Jose Campanella""]"
Izzies Way Home,2004,Anime,"[""Christine Auten"", ""Mike Kleinhenz"", ""Andy Mcavin""]",[],"[""Andy Orjuela""]"
The Girl Who Leapt Through Time (Subtitled),2016,Kids & Family,"[""Tori Spelling"", ""Joey Fatone"", ""Zack Ward"", ""Tom Virtue"", ""Bonnie Dennison""]","[""David Rimawi"", ""David Latt"", ""Paul Bales""]","[""Sasha Burrow""]"
Towa no Quon: Chapter 4 (Dubbed),2006,Anime,"[""Mitsutaka Itakura"", ""仲里依紗"", ""Takuya Ishida""]",[],"[""細田守""]"
Dante's Inferno: An Animated Epic,2011,Anime,"[""Corey Hartzog"", ""Jessica Boone""]",[],"[""Umanosuke Iida""]"
Isao Takahata and His Tale of the Princess Kaguya,2010,Anime,"[""Mark Hamill"", ""Victoria Tenant"", ""Vanessa Branch"", ""Graham McTavish""]","[""Joe Goyette""]","[""Victor Cook"", ""Shukou Murase"", ""Jong-Sik Nam"", ""Lee Seunggyu"", ""Yasuomi Umetsu"", ""Kim Sangjin""]"
Love Live!: The School Idol Movie,2014,Documentary,"[""Isao Takahata"", ""Yoshiaki Nishimura"", ""Toshio Suzuki"", ""Joe Hisaishi"", ""Hayao Miyazaki""]","[""Hideki Ono"", ""Keiko Nakazono"", ""Yoko Terakoshi""]","[""Akira Miki"", ""Hidekazu Sato""]"
K-On! The Movie,2015,Anime,"[""Emi Nitta""]",[],"[""Takahiko Kyogoku""]"
Towa no Quon: Chapter 5 (Dubbed),2013,Anime,"[""Stephanie Sheh""]",[],"[""Naoko Yamada""]"
This Boy Caught a Merman (Dubbed),2011,Anime,"[""Corey Hartzog"", ""Jessica Boone""]",[],"[""Umanosuke Iida""]"
The Boy and the Beast (Subtitled),2013,Anime,"[""David Matranga""]",[],"[""Soubi Yamamoto""]"
Towa no Quon: Chapter 2 (Dubbed),2015,Anime,"[""Aoi Miyazaki"", ""Kôji Yakusho"", ""Shôta Sometani""]",[],"[""細田守""]"
This Boy Can Fight Aliens (Dubbed),2011,Anime,"[""Corey Hartzog"", ""Jessica Boone""]",[],"[""Umanosuke Iida""]"
Ghost In the Shell: Stand Alone Complex - Solid State Society (Dubbed),2012,Anime,"[""Blake Shepard"", ""David Matranga"", ""Greg Ayres""]",[],"[""Soubi Yamamoto""]"
Royal Space Force: The Wings of Honnêamise (Dubbed),2007,Anime,"[""Bob Buchholz"", ""Richard Epcar"", ""Crispin Freeman"", ""William Knight""]","[""Mitsuhisa Ishikawa"", ""渡辺茂"", ""Hisanori Kunizaki"", ""Norihisa Oki"", ""Tomohisa Nishimura""]","[""Kenji Kamiyama""]"
Ghost In the Shell: Stand Alone Complex - Solid State Society (Dubbed),1995,Action & Adventure,"[""Robert Matthews""]",[],"[""Hiroyuki Yamaga""]"
Royal Space Force: The Wings of Honnêamise (Dubbed),2007,Anime,"[""Bob Buchholz"", ""Richard Epcar"", ""Crispin Freeman"", ""William Knight""]","[""Mitsuhisa Ishikawa"", ""渡辺茂"", ""Hisanori Kunizaki"", ""Norihisa Oki"", ""Tomohisa Nishimura""]","[""Kenji Kamiyama""]"
Loups=Garous,1995,Action & Adventure,"[""Robert Matthews""]",[],"[""Hiroyuki Yamaga""]"
Tiger & Bunny the Movie: The Beginning,2010,Sci-Fi & Fantasy,"[""Corey Hartzog"", ""Hilary Haag""]",[],"[""Junichi Fujisaku""]"
Titeuf (Tootuff),2012,Anime,[],[],[]
TIGER & BUNNY-The Movie-The Rising,2011,Comedy,"[""Donald Reignoux"", ""Zabou Breitman"", ""Jean Rochefort"", ""Maria Pacôme""]",[],"[""Zep""]"
Dead Space: Downfall,2014,Anime,"[""Wally Wingert"", ""Yuri Lowenthal"", ""Henry Dittman""]","[""Ken Sasaki"", ""Jamie Simone""]","[""Yoshitomo Yonetani""]"
Welcome to the Space Show,2009,Anime,"[""Bruce Boxleitner"", ""Kelly Hu"", ""Jim Cummings"", ""Kevin Michael Richardson"", ""Nika Futterman""]","[""Joe Goyette""]","[""Chuck Patton""]"
Mazinkaiser SKL (Dubbed),2011,Sci-Fi & Fantasy,"[""Shotaro Uzawa"", ""Keiji Fujiwara""]",[],"[""Koji Masunari""]"
Megillas Lester,2010,Action & Adventure,"[""Bob Buchholz"", ""Doug Erholtz"", ""Erin Fitzgerald"", ""Ethan Murray""]",[],"[""Jun Kawagoe""]"
Psycho-Pass: The Movie (Subtitled),2015,Kids & Family,"[""Michael Bihovsky"", ""Adam Levinthal"", ""Shmop Weisbord"", ""Andrew Davies"", ""Lisa Rae"", ""Gertrude Levinstein"", ""Andy Dainish"", ""Lisa Michelle"", ""Yanky Schorr"", ""Nachum Segal"", ""Shmais Weisbord"", ""Jeanne Intile Burns"", """", """", """"]","[""Cullen Cook III"", ""Tim Brosius"", ""Shmuli Rosenberg""]","[""CJ Kramer""]"
The Chronicles of Riddick: Dark Fury,2015,Anime,"[""Kana Hanazawa"", ""Tomokazu Seki""]",[],"[""Katsuyuki Motohiro"", ""Naoyoshi Shiotani""]"
Woochi: The Demon Slayer,2004,Action & Adventure,"[""Vin Diesel"", ""Rhiana Griffith"", ""Keith David"", ""Roger L. Jackson"", ""Tress MacNeille"", ""Nick Chinlund""]","[""Jae Y. Moh"", ""John Kafka""]","[""Peter Chung""]"
Street Fighter: The New Challengers,2009,Sci-Fi & Fantasy,"[""Dong-won Kang"", ""Yun-Seok Kim"", ""Jin-mo Ju"", ""Su-jeong Lim""]","[""Eugene Lee"", ""Tae-hun Lee"", ""Katharine Kim""]","[""Dong-Hoon Choi""]"
Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven (Dubbed),2011,Anime,"[""Steve Vrtol"", ""Hannah Church""]","[""Eric Reichert""]","[""Joe Whiteaker""]"
RWBY Chibi: Season 1,2017,Anime,"[""Allison Matthews"", ""Russell Roberts"", ""David Kaye"", ""Trevor DeVall"", ""John Payne""]","[""Mitsuhisa Ishikawa"", ""渡辺茂"", ""Hisanori Kunisaki"", ""Norihisa Oki"", ""Tomoyasu Nishimura""]","[""Kenji Kamiyama""]"
Goldilocks and the Three Bears,2016,Anime,"[""Lindsay Jones"", ""Kara Eberle"", ""Arryn Zech"", ""Barbara Dunkelman"", ""Miles Luna"", ""Samantha Ireland"", ""Neath Oum"", ""Jen Brown"", ""Kerry Shawcross"", ""Michael Jones""]","[""Burnie Burns"", ""Gray G. Haddock"", ""Chrysta Hiser"", ""Matt Hullum"", ""Séan Murphy"", ""Nick Todd"", ""Koen Wooten""]","[""Kerry Shawcross""]"
Kite (Original Japanese Version),1994,Anime,"[""Claire Crowther""]","[""David C Field"", ""Roz Phillips""]","[""Richard Slapczynski""]"
K Missing Kings,2000,Anime,"[""SHINGO OYAMADA"", ""GORO SHIBUSAWA"", ""Konami Yoshida""]",[],"[""Yasuomi Umetsu""]"
King of Pigs,2014,Anime,"[""Sam Riegel"", ""Matt Mercer"", ""Stephanie Sheh"", ""Patrick Seitz"", ""Colleen O'shaughnessey""]","[""Go Nakanishi"", ""HARUKI HAYASHI""]","[""Shingo Suzuki""]"
Dead Leaves,2016,Drama,"[""Hee-von Park"", ""Ik-Joon Yang"", ""Hye-Na Kim"", ""Kkobbi Kim"", ""JEONG-SE OH""]","[""YOUNGKAG CHO"", ""JEONG-HWAN PARK"", ""EUNG-CHUL LEE""]","[""Sang-ho Yeon""]"
Harlock Space Pirate (Subtitled),2004,Anime,"[""Kerry Anderson"", ""Keith Burgess"", ""Chad Fifer"", ""Takako Honda"", ""Jason Lee""]","[""Kaoru Mfaume""]","[""Hiroyuki Imaishi""]"
Hoshizora Kiseki (Original Japanese Version),2017,Anime,"[""Yû Aoi""]",[],"[""Shinji Aramaki""]"
The Mystical Laws,2006,Anime,"[""Kyoko Chikiri"", ""Yumiko Hosono""]",[],"[""Akio Watanabe""]"
The Princess and the Pilot,2012,Anime,"[""Ayumi Fujimura"", ""Banjo Ginga"", ""Philip Hersh""]","[""Ryuho Okawa""]","[""Isamu Imakake""]"
Clannad: The Motion Picture,2011,Anime,"[""Ryûnosuke Kamiki""]","[""Hideki Okamura""]",[]
Red Sonja - Queen of Plagues,2007,Anime,"[""Mai Nakahara"", ""Kenji Nojima""]",[],"[""Osamu Dezaki""]"
The Fake,2016,Action & Adventure,"[""Misty Lee"", ""Scot Mcneil"", ""Shannon Kingston""]","[""Brian Ward"", ""Sean O'reilly""]","[""Gail Simone""]"
Iesodo: Kindness,2016,Drama,"[""Jaerok Kim"", ""Haehyo Kwon"", ""Hee-von Park"", ""Ik-Joon Yang""]","[""YOUNGKAG CHO"", ""Woo-Taek Kim""]","[""Sang-ho Yeon""]"
Hanasaku Iroha the Movie: Home Sweet Home,2015,Kids & Family,"[""Tony Oliver"", ""T.W. Gibis"", ""Joey Lotsko"", ""Kirk Thornton"", ""Erin Bethea"", ""Tyler Durden"", ""Cam Clark""]","[""Eric Rollman"", ""Rob Loos"", ""Jared Hankins"", ""Natalie Hankins"", ""Tim Timmons"", ""Mike Hoffert""]",[]
The Orchestra,2013,Anime,"[""Kanae Ito""]",[],"[""Masahiro Ando""]"
Proteus,2016,Anime,[],"[""Melanie Brunt""]","[""Mikey Hill""]"
Project Itoh: Harmony (Subtitled),2014,Documentary,"[""Marian Seldes"", ""Corey Burton"", ""Richard Dysart"", ""Philip Proctor"", ""James Warwick""]","[""David Lebrun""]","[""David Lebrun""]"
"Albert - Up, Up and Away!",2016,Anime,"[""Miyuki Sawashiro""]",[],"[""Takashi Nakamura""]"
The Burning Buddha Man,2015,Anime,"[""Alfred Larsen"", ""Oscar Dietz"", ""Asta Nordby""]","[""Kim Magnusson"", ""Tivi Magnusson"", ""Anders Mastrup""]","[""Karsten Kiilerich""]"
Shuriken School: The Ninja's Secret,2013,Anime,"[""Yuka Iguchi"", ""寺田 農"", ""原知佐子""]","[""Kazuto Morita""]","[""Ujicha""]"
Street Fighter Alpha,2007,Anime,"[""Charlie Adler"", ""Kimberly Brooks"", ""Jessica DiCicco"", ""Nathan Kress"", ""Maurice LaMarche""]","[""Marc Du Pontavice"", ""Jose Maria Castillejo""]","[""Pascal Morelli""]"
Oishi High School Battle: Kawaii Collection Vol. 1,2001,Action & Adventure,"[""Kane Kosugi"", ""Kazuya Ichijô"", ""Yumi Tôma"", ""Tomomichi Nishimura""]","[""Haruyo Kanesaku"", ""Yutaka Maseba""]","[""Shinji Ushiro""]"
Lavatory - Love Story,2013,Action & Adventure,"[""Cathy Shim""]",[],"[""Joe Gressis"", ""Brett Weiner""]"
Gaturro,2008,Anime,[],"[""Alexander Boyarsky"", ""Sergei Selyanov""]","[""Konstantin Bronzit""]"
Shotokan Man,2010,Anime,"[""Catlin O'Reilly"", ""Todd Doldersum""]","[""P. Jayakumar"", ""José Luis Massa""]","[""Gustavo Cova""]"
Ryan,2013,Action & Adventure,"[""George Faughnan"", ""Jamie Moore"", ""Sloane Warren""]",[],"[""Bob Clark""]"
Revolutionary Girl Utena: Adolescence of Utena,2014,Anime,[],"[""Steven Hoban"", ""Mark Smith""]","[""Chris Landreth""]"
Gulliver's Travel,2011,Anime,"[""Tomoko Kawakami"", ""Yuriko Fuchizaki"", ""Aya Hisakawa"", ""Kotono Mitsuishi"", ""Kumiko Nishihara"", ""及川 光博"", ""Takehito Koyasu"", ""Takeshi Kusao"", ""Yuka Imai"", ""Chieko Honda"", ""Yuri Shiratori""]","[""Atsushi Moriyama"", ""Yuji Matsukura""]","[""Kunihiko Ikuhara""]"
Street Fighter Alpha: Generations,2005,Anime,[],"[""Riyaz Babu N.S.""]","[""Anita Udeep""]"
New Digs,2005,Anime,"[""Keith Burgess"", ""Richard Cansino"", ""Steve Cassling"", ""Dave Mallow""]","[""Kaoru Mfaume"", ""Kazufumi Nomura""]","[""Ikuo Kuwana""]"
Bal Hanuman 4 - Attack of the Universe,2003,Anime,"[""Samantha Cutler""]","[""Martin Sen""]","[""Martin Sen""]"
Ven. Jian Zhen,2012,Anime,"[""Ashar Shaikh"", ""Rajesh Shukla"", ""Shanoor Mirza""]","[""Pankaj Sharma""]","[""Pankaj Sharma""]"
Decorations,2010,Anime,"[""王大川"", ""陳宗岳"", ""夏治世"", ""田志傑"", ""王希華""]","[""湯健明""]","[""DaAi TV""]"
Jab Harry Met Sejal,2015,Anime,"[""Icing Bag""]","[""Yuichi Ito""]","[""Mari Miyazawa""]"
Bride & Prejudice,2017,Bollywood,"[""Shah Rukh Khan"", ""Anushka Sharma""]","[""Gauri Khan""]","[""Imtiaz Ali""]"
Bajirao Mastani,2005,Comedy,"[""Naveen Andrews"", ""Anupam Kher"", ""Indira Varma"", ""Alexis Bledel""]","[""Gurinder Chadha"", ""Deepak Nayar""]","[""Gurinder Chadha""]"
Kabhi Khushi Kabhie Gham,2015,Bollywood,"[""Ranveer Singh"", ""Deepika Padukone"", ""Priyanka Chopra"", ""Tanvi Azmi"", ""Aditya Pancholi"", ""Milind Soman"", ""Vaibbhav Tatwawdi"", ""Ayush Tandon"", ""Mahesh Manjrekar"", ""Raza Murad"", ""Irrfan Khan"", ""Sukhda Abhijeet Khandkekar"", """", """", """"]","[""Sanjay Leela Bhansali"", ""Kishore Lulla""]","[""Sanjay Leela Bhansali""]"
Chennai Express,2001,Bollywood,"[""Amitabh Bachchan"", ""Jaya Bachchan"", ""Shah Rukh Khan"", ""Kajol"", ""Hrithik Roshan"", ""Kareena Kapoor"", ""Rani Mukherji"", ""Farida Jalal"", ""Alok Nath"", ""Johnny Lever""]","[""Yash Johar""]","[""Karan Johar""]"
Happy New Year,2013,Romance,"[""Deepika Padukone"", ""Shah Rukh Khan"", ""Sathyaraj"", ""Nikitin Dheer"", ""Kamini Kaushal"", ""Lekh Tandon"", ""Mukesh Tiwari""]","[""Gauri Khan"", ""Siddharth Roy Kapur"", ""Ronnie Screwvala"", ""Karim Morani""]","[""Rohit Shetty""]"
Pk,2014,Bollywood,"[""Shah Rukh Khan"", ""Deepika Padukone"", ""Abhishek Bachchan"", ""Sonu Sood"", ""Boman Irani"", ""Vivaan Shah"", ""Jackie Shroff""]","[""Gauri Khan""]","[""Farah Khan""]"
Dilwale,2015,Bollywood,"[""Aamir Khan"", ""Boman Irani"", ""Saurabh Shukla"", ""Sushant Singh Rajput"", ""Sanjay Dutt"", ""Anushka Sharma""]","[""Rajkumar Hirani"", ""Vidhu Vinod Chopra""]","[""Rajkumar Hirani""]"
Baahubali - The Beginning (Hindi Version),2015,Bollywood,"[""Shah Rukh Khan"", ""Kajol"", ""Varun Dhawan"", ""Kriti Sanon"", ""Varun Sharma"", ""Johny Lever"", ""Sanjay Mishra"", ""Mukesh Tiwari"", ""Pankaj Tripathi"", ""Boman Irani"", ""Vinod Khanna"", ""Kabir Bedi"", """", """"]","[""Gauri Khan""]","[""Rohit Shetty""]"
Dil Dhadakne Do,2015,Bollywood,"[""Prabhas"", ""Rana Daggubati"", ""Anushka Shetty"", ""Tamannaah"", ""Ramya Krishnan"", ""Sathyaraj""]","[""Prasad Devineni"", ""Shobu Yarlagadda""]","[""S. S. Rajamouli""]"
Khoobsurat,2015,Bollywood,"[""Anil Kapoor"", ""Shefali Shah"", ""Priyanka Chopra"", ""Ranveer Singh"", ""Anushka Sharma"", ""Farhan Akhtar"", ""Rahul Bose""]","[""Ritesh Sidhwani""]","[""Zoya Akhtar""]"
Kuch Kuch Hota Hai,2014,Bollywood,"[""Sonam Kapoor"", ""Fawad Afzal Khan"", ""Aditi Rao Hydari"", ""Kirron Kher"", ""Ratna Pathak Shah"", ""Aamir Raza Hussain""]","[""Anil Kapoor"", ""Rhea Kapoor"", ""Siddharth Roy Kapur""]","[""Shashanka Ghosh""]"
Ae Dil Hai Mushkil,1998,Bollywood,"[""Shah Rukh Khan"", ""Kajol"", ""Rani Mukerji""]","[""Yash Johar""]","[""Karan Johar""]"
Kapoor and Sons (Since 1921),2016,Bollywood,"[""Aishwarya Rai Bachchan"", ""Ranbir Kapoor"", ""Anushka Sharma""]","[""Karan Johar"", ""Hiroo Johar"", ""Apoorva Mehta""]","[""Karan Johar""]"
2 States,2016,Bollywood,"[""Rishi Kapoor"", ""Sidharth Malhotra"", ""Fawad Khan"", ""Alia Bhatt"", ""Ratna Pathak"", ""Rajat Kapoor""]","[""Hiroo Yash Johar"", ""Karan Johar"", ""Apoorva Mehta""]","[""Shakun Batra""]"
Sultan,2014,Bollywood,"[""Arjun Kapoor"", ""Alia Bhatt"", ""Amrita Singh"", ""Revathy"", ""Ronit Roy"", ""ShivKumar Subrahmaniam""]","[""Sajid Nadiadwala"", ""Karan Johar""]","[""Abhishek Varman""]"
Devdas,2016,Bollywood,"[""Salman Khan"", ""Anushka Sharma"", ""Amit Sadh"", ""Kumud Mishra"", ""Anant Vidhaat"", ""Parikshit Sahni"", ""Randeep Hooda""]","[""Aditya Chopra""]","[""Ali Abbas Zafar""]"
Kal Ho Naa Ho,2013,Bollywood,"[""Shah Rukh Khan"", ""Madhuri Dixit"", ""Aishwarya Rai"", ""Jackie Shroff"", ""Kiron Kher"", ""Smita Jayakar"", ""Vijayendra Ghatge"", ""Milind Gunaji""]","[""Bharat Shah""]","[""Sanjay Leela Bhansali""]"
Badrinath Ki Dulhania,2003,Bollywood,"[""Jaya Bachchan"", ""Shah Rukh Khan"", ""Preity Zinta"", ""Saif Ali Khan""]","[""Yash Johar""]","[""Nikhil Advani""]"
Goliyon Ki Raasleela Ram-Leela,2017,Bollywood,"[""Varun Dhawan"", ""Alia Bhatt"", ""Sahil Vaid"", ""Rituraj Singh"", ""Gauhar Khan"", ""Shweta Basu""]","[""Hiroo Yash Johar"", ""Karan Johar"", ""Apoorva Mehta""]","[""Shashank Khaitan""]"
Dilwale Dulhania Le Jayenge,2013,Romance,"[""Ranveer Singh"", ""Deepika Padukone"", ""Richa Chadda"", ""Supriya Pathak Kapur"", ""Sharad Kelkar"", ""Gulshan Devaiah"", ""Barkha Bisht Sengupta"", ""Abhimanyu Singh""]","[""Sanjay Leela Bhansali"", ""Kishore Lulla""]","[""Sanjay Leela Bhansali""]"
Tamasha,1995,Bollywood,"[""Shah Rukh Khan"", ""Kajol""]","[""Yash Chopra""]","[""Aditya Chopra""]"
Baahubali 2: The Conclusion (Hindi Version),2015,Bollywood,"[""Ranbir Kapoor"", ""Deepika Padukone"", ""Yash Sehgal"", ""Jawed Sheikh"", ""Sushma Seth"", ""Vivek Mushran"", ""Nikhil Bhagat"", ""Punam Singh"", ""Piyush Mishra"", ""Ishteyak Khan""]","[""Sajid Nadiadwala""]","[""Imtiaz Ali""]"
Befikre,2017,Bollywood,"[""Prabhas"", ""Rana Daggubati"", ""Anushka Shetty"", ""Tamannaah Bhatia"", ""Sathyaraj"", ""Ramya Krishnan"", ""Nassar""]","[""Shobu Yarlagadda"", ""Prasad Devineni""]","[""S.S. Rajamouli""]"
Piku,2016,Bollywood,"[""Ranveer Singh"", ""Vaani Kapoor""]","[""Aditya Chopra""]","[""Aditya Chopra""]"
Dear Zindagi,2015,Bollywood,"[""Amitabh Bachchan"", ""Deepika Padukone"", ""Irrfan Khan""]","[""N P Singh"", ""Ronnie Lahiri"", ""Sneha Rajani""]","[""Shoojit Sircar""]"
Yeh Jawaani Hai Deewani,2016,Bollywood,"[""Alia Bhatt"", ""Shah Rukh Khan"", ""Ira Dubey"", ""Yashaswini Dayama"", ""Gautmik"", ""Rohit Saraf"", ""Kunal Kapoor"", ""Angad Bedi"", ""Ali Zafar"", ""Aditya Roy Kapoor""]","[""Gauri Khan"", ""Karan Johar"", ""Gauri Shinde""]","[""Gauri Shinde""]"
Zindagi Na Milegi Dobara,2013,Romance,"[""Ranbir Kapoor"", ""Deepika Padukone"", ""Kalki Koechlin"", ""Aditya Roy Kapoor""]","[""Karan Johar"", ""Hiroo Yash Johar""]","[""Ayan Mukerji""]"
Shaandaar,2011,Bollywood,"[""Hrithik Roshan"", ""Abhay Deol"", ""Farhan Akhtar"", ""Katrina Kaif"", ""Kalki Koechlin""]","[""Farhan Akhtar"", ""Ritesh Sidhwani""]","[""Zoya Akhtar""]"
Fan,2015,Bollywood,"[""Shahid Kapoor"", ""Alia Bhatt"", ""Pankaj Kapur"", ""Sanjay Kapoor"", ""Sushma Seth"", ""Niki Walia"", ""Sanah Kapoor""]","[""Karan Johar"", ""Anurag Kashyap"", ""Vikramaditya Motwane""]","[""Vikas Bahl""]"
Prem Ratan Dhan Payo,2016,Bollywood,"[""Shah Rukh Khan"", ""Shriya Pilgaonkar"", ""Waluscha De Sousa"", ""Sayani Gupta"", ""Yogendra Tiku"", ""Deepika Amin""]","[""Aditya Chopra""]","[""Maneesh Sharma""]"
Om Shanti Om,2015,Bollywood,"[""Salman Khan"", ""Sonam Kapoor"", ""Anupam Kher"", ""Neil Nitin Mukesh"", ""Arman Kohli"", ""Swara Bhaskar""]","[""Kamal Kumar Barjatya"", ""Rajkumar Barjatya"", ""Ajit Kumar Barjatya""]","[""Sooraj R Barjatya""]"
Chandni Chowk to China 2008,2007,Bollywood,"[""Shah Rukh Khan"", ""Deepika Padukone"", ""Shreyas Talpade"", ""Kirron Kher"", ""Arjun Rampal"", ""Bindu""]","[""Gauri Khan""]","[""Farah Khan""]"
Student of the Year,2009,Action & Adventure,"[""Akshay Kumar"", ""Deepika Padukone"", ""Mithun Chakraborty"", ""Ranvir Shorey"", ""Gordon Liu"", ""Roger Yuan""]","[""Mukesh Talreja"", ""Rohan Sippy"", ""Ramesh Sippy""]","[""Nikhil Advani""]"
Main Hoon Na,2012,Bollywood,"[""Sidharth Malhotra"", ""Varun Dhawan"", ""Alia Bhatt"", ""Rishi Kapoor"", ""Ram Kapoor"", ""Ronit Roy""]","[""Hiroo Yash Johar"", ""Gauri Khan""]","[""Karan Johar""]"
Barfi!,2004,Bollywood,"[""Sushmita Sen"", ""Zayed Khan"", ""Amrita Rao"", ""Naseeruddin Shah"", ""Satish Shah"", ""Boman Irani"", ""Bindu"", ""Suniel Shetty"", ""Kirron Kher"", ""Shah Rukh Khan"", ""Rakhi Sawant""]","[""Gauri Khan""]","[""Farah Khan""]"
ABCD 2,2012,Bollywood,"[""Ranbir Kapoor"", ""Priyanka Chopra"", ""Ileana D'Cruz""]","[""Siddharth Roy Kapur"", ""Ronnie Screwvala""]","[""Anurag Basu""]"
Jolly LLB 2,2015,Bollywood,"[""Varun Dhawan"", ""Shraddha Kapoor"", ""Raghav Juyal"", ""Prabhudheva"", ""Tisca Chopra"", ""Lauren Gottlieb"", ""Dharmesh Yelande"", ""Punit J. Pathak"", ""Pravin Bhosale"", ""Sushant Pujari""]","[""Siddharth Roy Kapur""]","[""Remo Dsouza""]"
Hate Story,2017,Bollywood,"[""Akshay Kumar"", ""Huma Qureshi"", ""Saurabh Shukla"", ""Annu Kapoor""]","[""Fox Star Studios""]","[""Subhash Kapoor""]"
Baahubali - The Beginning (Telugu Version),2012,Bollywood,"[""Nikhil Dwivedi"", ""Paoli Dam"", ""Gulshan Devaiah""]","[""Vikram Bhatt"", ""Rohit Malhotra""]","[""Vivek Agnihotri""]"
Highway,2015,Bollywood,"[""Prabhas"", ""Rana Daggubati"", ""Anushka Shetty"", ""Tamannaah"", ""Ramya Krishnan"", ""Sathyaraj""]","[""Prasad Devineni"", ""Shobu Yarlagadda""]","[""S. S. Rajamouli""]"
OK Jaanu,2014,Bollywood,"[""Randeep Hooda"", ""Alia Bhatt""]","[""Window Seat Films""]","[""Imitiaz Ali""]"
Rab Ne Bana Di Jodi,2017,Bollywood,"[""Aditya Roy Kapoor"", ""Shraddha Kapoor"", ""Naseeruddin Shah"", ""Leela Samson""]","[""Mani Ratnam"", ""Hiroo Yash Johar"", ""Karan Johar"", ""Apoorva Mehta""]","[""Shaad Ali""]"
Raees,2008,Bollywood,"[""Shah Rukh Khan"", ""Anushka Sharma""]","[""Aditya Chopra""]","[""Aditya Chopra""]"
Veer-Zaara,2017,Bollywood,"[""Shah Rukh Khan"", ""Mahira Khan"", ""Nawazuddin Siddiqui"", ""Mohammed Zeeshan Ayyub"", ""Sheeba Chaddha"", ""Shubham Chintamani"", ""Shubham Tukaram"", ""Atul Kulkarni"", ""Narendra Jha"", """", """", """", """", """", """", """", """", """"]","[""Ritesh Sidhwani"", ""Gauri Khan"", ""Farhan Akhtar""]","[""Rahul Dholakia""]"
Kabhi Alvida Naa Kehna,2004,Bollywood,"[""Shah Rukh Khan"", ""Preity Zinta"", ""Amitabh Bachchan"", ""Hema Malini""]","[""Yash Chopra"", ""Aditya Chopra""]","[""Yash Chopra""]"
Cocktail,2006,Bollywood,"[""Amitabh Bachchan"", ""Shah Rukh Khan"", ""Rani Mukerji"", ""Preity Zinta"", ""Abhishek Bachchan"", ""Kiron Kher""]","[""Hiroo Johar""]","[""Karan Johar""]"
Queen,2012,Bollywood,"[""Saif Ali Khan"", ""Deepika Padukone"", ""Diana Penty"", ""Dimple Kapadia"", ""Boman Irani""]","[""Saif Ali Khan"", ""Dinesh Vijan""]","[""Homi Adajania""]"
Baar Baar Dekho,2014,Bollywood,"[""Rajkummar Rao"", ""Lisa Haydon"", ""Mish Boyko"", ""Jeffrey Chee Eng Ho"", ""Kangana Ranaut"", ""Sabeeka Imam""]","[""Vikramaditya Motwane"", ""Anurag Kashyap""]","[""Vikas Bahl""]"
Dhoom: 3,2016,Bollywood,"[""Katrina Kaif"", ""Sidharth Malhotra"", ""Sarika"", ""Ram Kapoor"", ""Taaha Shah Badusha"", ""Sayani Gupta"", ""Rohan Joshi"", ""Rajit Kapur""]","[""Karan Johar"", ""Farhan Akhtar"", ""Ritesh Sidhwani""]","[""Nitya Mehra""]"
