Star Wars: The Empire Strikes Back,Average Rating: 8.9/10,1980,"{""itunes""=>[""975793398""]}",Action & Adventure,"[""Mark Hamill"", ""Harrison Ford"", ""Carrie Fisher"", ""Billy Dee Williams"", ""Anthony Daniels"", ""David Prowse"", ""Peter Mayhew"", ""Kenny Baker"", ""Frank Oz"", ""Alec Guinness"", ""Jeremy Bulloch"", ""Kenneth Colley"", """"]","[""Gary Kurtz""]","[""Irvin Kershner""]"
Star Wars: Return of the Jedi,Average Rating: 7.2/10,1983,"{""itunes""=>[""976965981""]}",Action & Adventure,"[""Mark Hamill"", ""Harrison Ford"", ""Carrie Fisher"", ""Billy Dee Williams"", ""Anthony Daniels"", ""Peter Mayhew"", ""Sebastian Shaw"", ""Ian McDiarmid"", ""Frank Oz"", ""James Earl Jones"", ""David Prowse"", ""Alec Guinness"", """", """", """", """", """"]","[""Howard Kazanjian""]","[""Richard Marquand""]"
Star Wars: The Phantom Menace,Average Rating: 6.0/10,1999,"{""itunes""=>[""975080816""]}",Action & Adventure,"[""Liam Neeson"", ""Ewan McGregor"", ""Natalie Portman"", ""Jake Lloyd"", ""Ian McDiarmid"", ""Pernilla August"", ""Samuel L. Jackson"", ""Oliver Ford Davies"", ""Hugh Quarshie"", ""Ahmed Best"", ""Anthony Daniels"", ""Kenny Baker"", """", """", """", """", """", """", """", """", """", """", """", """"]","[""Rick McCallum""]","[""George Lucas""]"
Star Wars: Revenge of the Sith,Average Rating: 7.3/10,2005,"{""itunes""=>[""975521762""]}",Action & Adventure,"[""Ewan McGregor"", ""Natalie Portman"", ""Hayden Christensen"", ""Ian McDiarmid"", ""Samuel L. Jackson"", ""Jimmy Smits"", ""Frank Oz"", ""Anthony Daniels"", ""Christopher Lee"", ""Silas Carson"", ""Jay Laga'aia"", """", """", """", """", """", """", """", """"]","[""Rick McCallum""]","[""George Lucas""]"
Star Wars: Attack of the Clones,Average Rating: 6.7/10,2002,"{""itunes""=>[""975101586""]}",Action & Adventure,"[""Ewan McGregor"", ""Natalie Portman"", ""Hayden Christensen"", ""Christopher Lee"", ""Samuel L. Jackson"", ""Frank Oz"", ""Ian McDiarmid"", ""Pernilla August"", ""Temuera Morrison"", ""Jimmy Smits"", ""Jack Thompson"", """", """", """", """", """", """", """", """", """", """", """"]","[""Rick McCallum""]","[""George Lucas""]"
American Made,Average Rating: 6.9/10,2017,"{""itunes""=>[""1282787960""]}",Drama,"[""Tom Cruise"", ""Domhnall Gleeson"", ""Sarah Wright"", ""Jesse Plemons"", ""Caleb Landry Jones"", ""Jayma Mays"", ""Lola Kirke"", ""Alejandro Edda"", ""Benito Martinez"", ""E. Roger Mitchell"", ""Jed Rees""]","[""Brian Grazer"", ""Brian Oliver"", ""Doug Davison"", ""Kim Roth"", ""Ray Angelic"", ""Tyler Thompson""]","[""Doug Liman""]"
Dunkirk,Average Rating: 8.6/10,2017,"{""itunes""=>[""1300354540""]}",Action & Adventure,"[""Fionn Whitehead"", ""Tom Glynn-Carney"", ""Jack Lowden"", ""Harry Styles"", ""Aneurin Barnard"", ""James D'Arcy"", ""Barry Keoghan"", ""Kenneth Branagh"", ""Cillian Murphy"", ""Mark Rylance"", ""Tom Hardy""]","[""Christopher Nolan"", ""Emma Thomas""]","[""Christopher Nolan""]"
Guardians of the Galaxy,Average Rating: 7.7/10,2014,"{""itunes""=>[""899347364""]}",Action & Adventure,"[""Chris Pratt"", ""Zoe Saldana"", ""Dave Bautista"", ""Vin Diesel"", ""Bradley Cooper"", ""Lee Pace"", ""Michael Rooker"", ""Karen Gillan"", ""Djimon Hounsou"", ""John C. Reilly"", ""Glenn Close"", ""Benicio Del Toro"", """", """", """", """"]","[""Kevin Feige""]","[""James Gunn""]"
The Martian,Average Rating: 7.8/10,2015,"{""itunes""=>[""1039586890""]}",Sci-Fi & Fantasy,"[""Matt Damon"", ""Jessica Chastain"", ""Kristen Wiig"", ""Jeff Daniels"", ""Michael Peña"", ""Kate Mara"", ""Sean Bean"", ""Sebastian Stan"", ""Aksel Hennie"", ""Chiwetel Ejiofor""]",[],"[""Ridley Scott""]"
Deadpool,Average Rating: 6.9/10,2016,"{""itunes""=>[""1078111961""]}",Action & Adventure,"[""Ryan Reynolds"", ""Morena Baccarin"", ""Ed Skrein"", ""T.J. Miller"", ""Gina Carano"", ""Brianna Hildebrand""]",[],"[""Tim Miller""]"
Star Wars: The Force Awakens,Average Rating: 8.2/10,2015,"{""itunes""=>[""1063466898""]}",Action & Adventure,"[""Harrison Ford"", ""Mark Hamill"", ""Carrie Fisher"", ""Adam Driver"", ""Daisy Ridley"", ""John Boyega"", ""Oscar Isaac"", ""Lupita Nyong'o"", ""Andy Serkis"", ""Domhnall Gleeson"", ""Anthony Daniels"", ""Max von Sydow"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]","[""J.J. Abrams"", ""Kathleen Kennedy"", ""Bryan Burk""]","[""J.J. Abrams""]"
Blade Runner 2049,Average Rating: 8.2/10,2017,"{""itunes""=>[""1288813671""]}",Action & Adventure,"[""Ryan Gosling"", ""Harrison Ford"", ""Ana de Armas"", ""Sylvia Hoeks"", ""Robin Wright"", ""Mackenzie Davis"", ""Carla Juri"", ""Lennie James"", ""Dave Bautista"", ""Jared Leto""]","[""Andrew A. Kosove"", ""Broderick Johnson"", ""Bud Yorkin"", ""Cynthia Sikes Yorkin""]","[""Denis Villeneuve""]"
Kingsman: The Golden Circle,Average Rating: 5.3/10,2017,"{""itunes""=>[""1281206636""]}",Action & Adventure,"[""Colin Firth"", ""Julianne Moore"", ""Taron Egerton"", ""Mark Strong"", ""Halle Berry"", ""Sir Elton John"", ""Channing Tatum"", ""Jeff Bridges""]","[""Matthew Vaughn"", ""David Reid"", ""Adam Bohling""]","[""Matthew Vaughn""]"
Despicable Me,Average Rating: 6.8/10,2010,"{""itunes""=>[""387548805""]}",Kids & Family,"[""Steve Carell"", ""Jason Segel"", ""Russell Brand"", ""Kristen Wiig"", ""Miranda Cosgrove"", ""Will Arnett"", ""Danny McBride"", ""Jack McBrayer"", ""Julie Andrews""]","[""Chris Meledandri"", ""Janet Healy"", ""John Cohen""]","[""Chris Renaud"", ""Pierre Coffin""]"
The Dark Knight Rises,Average Rating: 8.0/10,2012,"{""itunes""=>[""567661493""]}",Action & Adventure,"[""Christian Bale"", ""Anne Hathaway"", ""Tom Hardy"", ""Marion Cotillard"", ""Joseph Gordon-Levitt"", ""Michael Caine"", ""Gary Oldman"", ""Morgan Freeman""]","[""Emma Thomas"", ""Christopher Nolan"", ""Charles Roven""]","[""Christopher Nolan""]"
Kingsman: The Secret Service,Average Rating: 6.8/10,2015,"{""itunes""=>[""957056432""]}",Action & Adventure,"[""Colin Firth"", ""Samuel L. Jackson"", ""Mark Strong"", ""Taron Egerton"", ""Michael Caine""]",[],"[""Matthew Vaughn""]"
The Lord of the Rings: The Return of the King,Average Rating: 8.7/10,2003,"{""itunes""=>[""297709333""]}",Action & Adventure,"[""Orlando Bloom"", ""Cate Blanchett"", ""Sean Astin"", ""Elijah Wood"", ""Ian McKellen"", ""Liv Tyler"", ""Viggo Mortensen"", ""John Rhys-Davies"", ""Bernard Hill"", ""Billy Boyd"", ""Dominic Monaghan"", ""Brad Dourif"", """", """", """", """", """", """", """", """", """", """"]",[],"[""Peter Jackson""]"
Skyfall,Average Rating: 8.2/10,2012,"{""itunes""=>[""588124375""]}",Action & Adventure,"[""Daniel Craig"", ""Judi Dench"", ""Javier Bardem"", ""Ralph Fiennes"", ""Naomie Harris"", ""Bérénice Lim Marlohe""]",[],"[""Sam Mendes""]"
The Avengers,Average Rating: 8.0/10,2012,"{""itunes""=>[""533654020""]}",Action & Adventure,"[""Robert Downey Jr."", ""Chris Evans"", ""Mark Ruffalo"", ""Chris Hemsworth"", ""Scarlett Johansson"", ""Jeremy Renner"", ""Tom Hiddleston"", ""Clark Gregg"", ""Cobie Smulders"", ""Stellan Skarsgård"", ""Samuel L. Jackson""]","[""Kevin Feige""]","[""Joss Whedon""]"
Baywatch,Average Rating: 4.0/10,2017,"{""itunes""=>[""1231988578""]}",Comedy,"[""Dwayne Johnson"", ""Zac Efron"", ""Alexandra Daddario"", ""David Hasselhoff""]","[""Michael Berk"", ""Douglas Schwartz"", ""Gregory J. Bonann"", ""Beau Flynn"", ""Ivan Reitman"", ""Michele Berk"", ""Louise Rosner-Meyer"", ""Tom Pollock"", ""Ali Bell"", ""Dwayne Johnson"", ""Dany Garcia"", """", """", """"]","[""Seth Gordon""]"
The Hunger Games,Average Rating: 7.2/10,2012,"{""itunes""=>[""521035514""]}",Action & Adventure,"[""Jennifer Lawrence"", ""Josh Hutcherson"", ""Liam Hemsworth"", ""Woody Harrelson"", ""Elizabeth Banks"", ""Lenny Kravitz"", ""Stanley Tucci"", ""Donald Sutherland""]","[""Nina Jacobson"", ""Jon Kilik""]","[""Gary Ross""]"
Interstellar,Average Rating: 7.0/10,2014,"{""itunes""=>[""960891136""]}",Sci-Fi & Fantasy,"[""Matthew McConaughey"", ""Anne Hathaway"", ""Jessica Chastain"", ""Bill Irwin"", ""Ellen Burstyn"", ""Michael Caine""]","[""Christopher Nolan"", ""Emma Thomas"", ""Lynda Obst"", ""Jordan Goldberg"", ""Jake Myers"", ""Kip Thorne"", ""Thomas Tull""]","[""Christopher Nolan""]"
The LEGO Movie,Average Rating: 8.2/10,2014,"{""itunes""=>[""805178535""]}",Kids & Family,"[""Chris Pratt"", ""Will Ferrell"", ""Elizabeth Banks"", ""Will Arnett"", ""Nick Offerman"", ""Alison Brie"", ""Charlie Day"", ""Liam Neeson"", ""Morgan Freeman""]","[""Dan Lin"", ""Roy Lee""]","[""Phil Lord"", ""Christopher Miller""]"
We're the Millers,Average Rating: 5.4/10,2013,"{""itunes""=>[""687505681""]}",Comedy,"[""Jennifer Aniston"", ""Jason Sudeikis"", ""Emma Roberts"", ""Nick Offerman"", ""Kathryn Hahn"", ""Ed Helms"", ""Will Poulter"", ""Molly Quinn""]","[""Vincent Newman"", ""Tucker Tooley"", ""Happy Walters"", ""Chris Bender""]","[""Rawson Marshall Thurber""]"
Spider-Man: Homecoming,Average Rating: 7.7/10,2017,"{""itunes""=>[""1243195844""]}",Action & Adventure,"[""Tom Holland"", ""Michael Keaton"", ""Zendaya"", ""Donald Glover"", ""Jon Favreau"", ""Tony Revolori"", ""Jacob Batalon"", ""Laura Harrier"", ""Tyne Daly"", ""Bokeem Woodbine"", ""Gwyneth Paltrow"", ""Marisa Tomei"", """", """", """", """", """", """", """", """", """", """"]","[""Kevin Feige"", ""Amy Pascal""]","[""Jon Watts""]"
Wonder Woman,Average Rating: 7.6/10,2017,"{""itunes""=>[""1235765633""]}",Action & Adventure,"[""Gal Gadot"", ""Chris Pine"", ""Robin Wright"", ""Connie Nielsen"", ""Lucy Davis"", ""David Thewlis""]","[""Charles Roven"", ""Zack Snyder"", ""Deborah Snyder"", ""Richard Suckle""]","[""Patty Jenkins""]"
Captain Phillips,Average Rating: 8.3/10,2013,"{""itunes""=>[""714858093""]}",Action & Adventure,"[""Tom Hanks"", ""Barkhad Abdi"", ""Barkhad Abdirahman"", ""Faysal Ahmed"", ""Mahat M. Ali"", ""Michael Chernus"", ""Corey Johnson"", ""Max Martini"", ""Chris Mulkey"", ""Yul Vazquez"", ""David Warshofsky"", """", """", """", """"]","[""Scott Rudin"", ""Dana Brunetti"", ""Michael De Luca""]","[""Paul Greengrass""]"
Batman Begins,Average Rating: 7.7/10,2005,"{""itunes""=>[""271469254""]}",Action & Adventure,"[""Christian Bale"", ""Liam Neeson"", ""Katie Holmes"", ""Gary Oldman"", ""Michael Caine"", ""Cillian Murphy"", ""Tom Wilkinson"", ""Morgan Freeman"", ""Rutger Hauer"", ""Ken Watanabe""]","[""Emma Thomas"", ""Charles Roven"", ""Larry Franco""]","[""Christopher Nolan""]"
Harry Potter and the Half-Blood Prince,Average Rating: 7.1/10,2009,"{""itunes""=>[""326568786""]}",Kids & Family,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Jim Broadbent"", ""Helena Bonham Carter"", ""Robbie Coltrane"", ""Warwick Davis"", ""Michael Gambon"", ""Alan Rickman"", ""Maggie Smith"", ""Timothy Spall"", """", """", """", """", """", """", """", """"]","[""David Heyman"", ""David Barron""]","[""David Yates""]"
Now You See Me,Average Rating: 5.7/10,2013,"{""itunes""=>[""664964215""]}",Action & Adventure,"[""Jesse Eisenberg"", ""Mark Ruffalo"", ""Woody Harrelson"", ""Melanie Laurent"", ""Isla Fisher"", ""Dave Franco"", ""Common"", ""Michael Caine"", ""Morgan Freeman""]","[""Alex Kurtzman"", ""Roberto Orci"", ""Bobby Cohen""]","[""Louis Leterrier""]"
American Sniper,Average Rating: 6.9/10,2014,"{""itunes""=>[""948537335""]}",Drama,"[""Bradley Cooper"", ""Sienna Miller"", ""Jake McDorman"", ""Luke Grimes"", ""Navid Negahban"", ""Keir O'Donnell""]","[""Bradley Cooper"", ""Clint Eastwood"", ""Robert Lorenz"", ""Andrew Lazar"", ""Peter Morgan""]","[""Clint Eastwood""]"
Jurassic World,Average Rating: 6.7/10,2015,"{""itunes""=>[""973589977""]}",Action & Adventure,"[""Chris Pratt"", ""Bryce Dallas Howard"", ""Vincent D'Onofrio"", ""Ty Simpkins"", ""Nick Robinson"", ""Omar Sy"", ""B.D. Wong"", ""Irrfan Khan""]","[""Frank Marshall"", ""Patrick Crowley""]","[""Colin Trevorrow""]"
