"",Average Rating: 6.9/10,2007,"{""itunes""=>[""273696792""]}",Kids & Family,"[""Daniel Radcliffe"", ""Emma Watson"", ""Rupert Grint"", ""Gary Oldman"", ""Jason Isaacs"", ""Helena Bonham Carter"", ""Michael Gambon"", ""Imelda Staunton"", ""Ralph Fiennes""]","[""David Barron"", ""David Heyman""]","[""David Yates""]"
"",Average Rating: 6.9/10,2016,"{""itunes""=>[""1078111961""]}",Action & Adventure,"[""Ryan Reynolds"", ""Morena Baccarin"", ""Ed Skrein"", ""T.J. Miller"", ""Gina Carano"", ""Brianna Hildebrand""]",[],"[""Tim Miller""]"
"",Average Rating: 8.2/10,2015,"{""itunes""=>[""1063466898""]}",Action & Adventure,"[""Harrison Ford"", ""Mark Hamill"", ""Carrie Fisher"", ""Adam Driver"", ""Daisy Ridley"", ""John Boyega"", ""Oscar Isaac"", ""Lupita Nyong'o"", ""Andy Serkis"", ""Domhnall Gleeson"", ""Anthony Daniels"", ""Max von Sydow"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]","[""J.J. Abrams"", ""Kathleen Kennedy"", ""Bryan Burk""]","[""J.J. Abrams""]"
"",Average Rating: 6.9/10,2017,"{""itunes""=>[""1282787960""]}",Drama,"[""Tom Cruise"", ""Domhnall Gleeson"", ""Sarah Wright"", ""Jesse Plemons"", ""Caleb Landry Jones"", ""Jayma Mays"", ""Lola Kirke"", ""Alejandro Edda"", ""Benito Martinez"", ""E. Roger Mitchell"", ""Jed Rees""]","[""Brian Grazer"", ""Brian Oliver"", ""Doug Davison"", ""Kim Roth"", ""Ray Angelic"", ""Tyler Thompson""]","[""Doug Liman""]"
"",Average Rating: 8.0/10,2012,"{""itunes""=>[""567661493""]}",Action & Adventure,"[""Christian Bale"", ""Anne Hathaway"", ""Tom Hardy"", ""Marion Cotillard"", ""Joseph Gordon-Levitt"", ""Michael Caine"", ""Gary Oldman"", ""Morgan Freeman""]","[""Emma Thomas"", ""Christopher Nolan"", ""Charles Roven""]","[""Christopher Nolan""]"
"",Average Rating: 7.5/10,2005,"{""itunes""=>[""285832716""]}",Kids & Family,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Robbie Coltrane"", ""Ralph Fiennes"", ""Michael Gambon"", ""Brendan Gleeson"", ""Jason Isaacs"", ""Gary Oldman"", ""Alan Rickman"", ""Maggie Smith"", ""Timothy Spall"", """"]","[""David Heyman""]","[""Mike Newell""]"
"",Average Rating: 6.8/10,2010,"{""itunes""=>[""387548805""]}",Kids & Family,"[""Steve Carell"", ""Jason Segel"", ""Russell Brand"", ""Kristen Wiig"", ""Miranda Cosgrove"", ""Will Arnett"", ""Danny McBride"", ""Jack McBrayer"", ""Julie Andrews""]","[""Chris Meledandri"", ""Janet Healy"", ""John Cohen""]","[""Chris Renaud"", ""Pierre Coffin""]"
"",Average Rating: 8.2/10,2017,"{""itunes""=>[""1288813671""]}",Action & Adventure,"[""Ryan Gosling"", ""Harrison Ford"", ""Ana de Armas"", ""Sylvia Hoeks"", ""Robin Wright"", ""Mackenzie Davis"", ""Carla Juri"", ""Lennie James"", ""Dave Bautista"", ""Jared Leto""]","[""Andrew A. Kosove"", ""Broderick Johnson"", ""Bud Yorkin"", ""Cynthia Sikes Yorkin""]","[""Denis Villeneuve""]"
"",Average Rating: 6.8/10,2015,"{""itunes""=>[""957056432""]}",Action & Adventure,"[""Colin Firth"", ""Samuel L. Jackson"", ""Mark Strong"", ""Taron Egerton"", ""Michael Caine""]",[],"[""Matthew Vaughn""]"
"",Average Rating: 5.3/10,2017,"{""itunes""=>[""1281206636""]}",Action & Adventure,"[""Colin Firth"", ""Julianne Moore"", ""Taron Egerton"", ""Mark Strong"", ""Halle Berry"", ""Sir Elton John"", ""Channing Tatum"", ""Jeff Bridges""]","[""Matthew Vaughn"", ""David Reid"", ""Adam Bohling""]","[""Matthew Vaughn""]"
"",Average Rating: 8.2/10,2012,"{""itunes""=>[""588124375""]}",Action & Adventure,"[""Daniel Craig"", ""Judi Dench"", ""Javier Bardem"", ""Ralph Fiennes"", ""Naomie Harris"", ""Bérénice Lim Marlohe""]",[],"[""Sam Mendes""]"
"",Average Rating: 8.7/10,2003,"{""itunes""=>[""297709333""]}",Action & Adventure,"[""Orlando Bloom"", ""Cate Blanchett"", ""Sean Astin"", ""Elijah Wood"", ""Ian McKellen"", ""Liv Tyler"", ""Viggo Mortensen"", ""John Rhys-Davies"", ""Bernard Hill"", ""Billy Boyd"", ""Dominic Monaghan"", ""Brad Dourif"", """", """", """", """", """", """", """", """", """", """"]",[],"[""Peter Jackson""]"
"",Average Rating: 8.0/10,2012,"{""itunes""=>[""533654020""]}",Action & Adventure,"[""Robert Downey Jr."", ""Chris Evans"", ""Mark Ruffalo"", ""Chris Hemsworth"", ""Scarlett Johansson"", ""Jeremy Renner"", ""Tom Hiddleston"", ""Clark Gregg"", ""Cobie Smulders"", ""Stellan Skarsgård"", ""Samuel L. Jackson""]","[""Kevin Feige""]","[""Joss Whedon""]"
"",Average Rating: 4.0/10,2017,"{""itunes""=>[""1231988578""]}",Comedy,"[""Dwayne Johnson"", ""Zac Efron"", ""Alexandra Daddario"", ""David Hasselhoff""]","[""Michael Berk"", ""Douglas Schwartz"", ""Gregory J. Bonann"", ""Beau Flynn"", ""Ivan Reitman"", ""Michele Berk"", ""Louise Rosner-Meyer"", ""Tom Pollock"", ""Ali Bell"", ""Dwayne Johnson"", ""Dany Garcia"", """", """", """"]","[""Seth Gordon""]"
"",Average Rating: 7.2/10,2012,"{""itunes""=>[""521035514""]}",Action & Adventure,"[""Jennifer Lawrence"", ""Josh Hutcherson"", ""Liam Hemsworth"", ""Woody Harrelson"", ""Elizabeth Banks"", ""Lenny Kravitz"", ""Stanley Tucci"", ""Donald Sutherland""]","[""Nina Jacobson"", ""Jon Kilik""]","[""Gary Ross""]"
"",Average Rating: 8.2/10,2014,"{""itunes""=>[""805178535""]}",Kids & Family,"[""Chris Pratt"", ""Will Ferrell"", ""Elizabeth Banks"", ""Will Arnett"", ""Nick Offerman"", ""Alison Brie"", ""Charlie Day"", ""Liam Neeson"", ""Morgan Freeman""]","[""Dan Lin"", ""Roy Lee""]","[""Phil Lord"", ""Christopher Miller""]"
"",Average Rating: 7.0/10,2014,"{""itunes""=>[""960891136""]}",Sci-Fi & Fantasy,"[""Matthew McConaughey"", ""Anne Hathaway"", ""Jessica Chastain"", ""Bill Irwin"", ""Ellen Burstyn"", ""Michael Caine""]","[""Christopher Nolan"", ""Emma Thomas"", ""Lynda Obst"", ""Jordan Goldberg"", ""Jake Myers"", ""Kip Thorne"", ""Thomas Tull""]","[""Christopher Nolan""]"
"",Average Rating: 5.4/10,2013,"{""itunes""=>[""687505681""]}",Comedy,"[""Jennifer Aniston"", ""Jason Sudeikis"", ""Emma Roberts"", ""Nick Offerman"", ""Kathryn Hahn"", ""Ed Helms"", ""Will Poulter"", ""Molly Quinn""]","[""Vincent Newman"", ""Tucker Tooley"", ""Happy Walters"", ""Chris Bender""]","[""Rawson Marshall Thurber""]"
"",Average Rating: 8.3/10,2013,"{""itunes""=>[""714858093""]}",Action & Adventure,"[""Tom Hanks"", ""Barkhad Abdi"", ""Barkhad Abdirahman"", ""Faysal Ahmed"", ""Mahat M. Ali"", ""Michael Chernus"", ""Corey Johnson"", ""Max Martini"", ""Chris Mulkey"", ""Yul Vazquez"", ""David Warshofsky"", """", """", """", """"]","[""Scott Rudin"", ""Dana Brunetti"", ""Michael De Luca""]","[""Paul Greengrass""]"
"",Average Rating: 6.4/10,2015,"{""itunes""=>[""1042425776""]}",Action & Adventure,"[""Dave Bautista"", ""Monica Bellucci"", ""Daniel Craig"", ""Ralph Fiennes"", ""Naomie Harris"", ""Rory Kinnear"", ""Andrew Scott"", ""Léa Seydoux"", ""Christoph Waltz"", ""Ben Whishaw""]","[""Barbara Broccoli"", ""Michael G. Wilson""]","[""Sam Mendes""]"
"",Average Rating: 5.7/10,2013,"{""itunes""=>[""664964215""]}",Action & Adventure,"[""Jesse Eisenberg"", ""Mark Ruffalo"", ""Woody Harrelson"", ""Melanie Laurent"", ""Isla Fisher"", ""Dave Franco"", ""Common"", ""Michael Caine"", ""Morgan Freeman""]","[""Alex Kurtzman"", ""Roberto Orci"", ""Bobby Cohen""]","[""Louis Leterrier""]"
"",Average Rating: 7.7/10,2005,"{""itunes""=>[""271469254""]}",Action & Adventure,"[""Christian Bale"", ""Liam Neeson"", ""Katie Holmes"", ""Gary Oldman"", ""Michael Caine"", ""Cillian Murphy"", ""Tom Wilkinson"", ""Morgan Freeman"", ""Rutger Hauer"", ""Ken Watanabe""]","[""Emma Thomas"", ""Charles Roven"", ""Larry Franco""]","[""Christopher Nolan""]"
"",Average Rating: 6.9/10,2014,"{""itunes""=>[""948537335""]}",Drama,"[""Bradley Cooper"", ""Sienna Miller"", ""Jake McDorman"", ""Luke Grimes"", ""Navid Negahban"", ""Keir O'Donnell""]","[""Bradley Cooper"", ""Clint Eastwood"", ""Robert Lorenz"", ""Andrew Lazar"", ""Peter Morgan""]","[""Clint Eastwood""]"
"",Average Rating: 6.7/10,2015,"{""itunes""=>[""973589977""]}",Action & Adventure,"[""Chris Pratt"", ""Bryce Dallas Howard"", ""Vincent D'Onofrio"", ""Ty Simpkins"", ""Nick Robinson"", ""Omar Sy"", ""B.D. Wong"", ""Irrfan Khan""]","[""Frank Marshall"", ""Patrick Crowley""]","[""Colin Trevorrow""]"
"",Average Rating: 7.7/10,2017,"{""itunes""=>[""1243195844""]}",Action & Adventure,"[""Tom Holland"", ""Michael Keaton"", ""Zendaya"", ""Donald Glover"", ""Jon Favreau"", ""Tony Revolori"", ""Jacob Batalon"", ""Laura Harrier"", ""Tyne Daly"", ""Bokeem Woodbine"", ""Gwyneth Paltrow"", ""Marisa Tomei"", """", """", """", """", """", """", """", """", """", """"]","[""Kevin Feige"", ""Amy Pascal""]","[""Jon Watts""]"
"",Average Rating: 7.6/10,2017,"{""itunes""=>[""1235765633""]}",Action & Adventure,"[""Gal Gadot"", ""Chris Pine"", ""Robin Wright"", ""Connie Nielsen"", ""Lucy Davis"", ""David Thewlis""]","[""Charles Roven"", ""Zack Snyder"", ""Deborah Snyder"", ""Richard Suckle""]","[""Patty Jenkins""]"
"",Average Rating: 6.9/10,2014,"{""itunes""=>[""928911988""]}",Action & Adventure,"[""Keanu Reeves"", ""Willem Dafoe"", ""Adrianne Palicki"", ""Michael Nyqvist"", ""Bridget Moynahan"", ""Alfie Allen"", ""Lance Reddick"", ""Dean Winters"", ""John Leguizamo""]","[""David Leitch"", ""Basil Iwanyk""]","[""Chad Stahelski""]"
"",Average Rating: 6.2/10,2009,"{""itunes""=>[""350751236""]}",Action & Adventure,"[""Robert Downey Jr."", ""Jude Law"", ""Rachel McAdams"", ""Mark Strong"", ""Eddie Marsan"", ""Kelly Reilly""]","[""Susan Downey"", ""Dan Lin"", ""Joel Silver"", ""Lionel Wigram""]","[""Guy Ritchie""]"
"",Average Rating: 6.0/10,2011,"{""itunes""=>[""503347581""]}",Action & Adventure,"[""Robert Downey Jr."", ""Jude Law"", ""Noomi Rapace"", ""Jared Harris"", ""Eddie Marsan"", ""Rachel McAdams""]","[""Joel Silver"", ""Lionel Wigram"", ""Susan Downey"", ""Dan Lin""]","[""Guy Ritchie""]"
"",Average Rating: 6.7/10,2013,"{""itunes""=>[""664370402""]}",Kids & Family,"[""Steve Carell"", ""Kristen Wiig"", ""Benjamin Bratt"", ""Miranda Cosgrove"", ""Russell Brand"", ""Steve Coogan"", ""Ken Jeong"", ""Elsie Fisher"", ""Dana Gaier"", ""Moisés Arias""]","[""Chris Meledandri"", ""Janet Healy""]","[""Chris Renaud"", ""Pierre Coffin""]"
"",Average Rating: 5.4/10,2014,"{""itunes""=>[""834328078""]}",Action & Adventure,"[""Shailene Woodley"", ""Theo James"", ""Miles Teller"", ""Maggie Q"", ""Ashley Judd"", ""Mekhi Phifer""]","[""Evan Daugherty"", ""Douglas Wick""]","[""Neil Burger""]"
"",Average Rating: 7.5/10,2013,"{""itunes""=>[""741296001""]}",Action & Adventure,"[""Jennifer Lawrence"", ""Josh Hutcherson"", ""Liam Hemsworth"", ""Woody Harrelson"", ""Elizabeth Banks"", ""Lenny Kravitz"", ""Philip Seymour Hoffman"", ""Jeffrey Wright"", ""Stanley Tucci"", ""Donald Sutherland"", ""Jena Malone"", """", """", """"]","[""Nina Jacobson"", ""Jon Kilik""]","[""Francis Lawrence""]"
"",Average Rating: 7.5/10,2014,"{""itunes""=>[""878682651""]}",Action & Adventure,"[""Tom Cruise"", ""Emily Blunt"", ""Bill Paxton"", ""Brendan Gleeson"", ""Kick Gurry"", ""Dragomir Mrsic"", ""Charlotte Riley"", ""Jonas Armstrong"", ""Franz Drameh""]","[""Erwin Stoff"", ""Tom Lassally"", ""Jeffrey Silver"", ""Gregory Jacobs"", ""Jason Hoffs""]","[""Doug Liman""]"
"",Average Rating: 5.9/10,2016,"{""itunes""=>[""1135595430""]}",Action & Adventure,"[""Matt Damon"", ""Tommy Lee Jones"", ""Alicia Vikander"", ""Vincent Cassel"", ""Julia Stiles"", ""Riz Ahmed""]","[""Matt Damon"", ""Paul Greengrass"", ""Frank Marshall"", ""Jeffrey M. Weiner"", ""Ben Smith"", ""Gregory Goodman""]","[""Paul Greengrass""]"
"",Average Rating: 8.4/10,1988,"{""itunes""=>[""270711082""]}",Action & Adventure,"[""Bruce Willis"", ""Bonnie Bedelia"", ""Reginald Veljohnson"", ""Paul Gleason"", ""De'voreaux White"", ""Alan Rickman""]","[""Lawrence Gordon"", ""Joel Silver""]","[""John McTiernan""]"
"",Average Rating: 8.1/10,2016,"{""itunes""=>[""1084138493""]}",Kids & Family,"[""Ginnifer Goodwin"", ""Jason Bateman"", ""Idris Elba"", ""Jenny Slate"", ""Nate Torrence"", ""Bonnie Hunt"", ""Don Lake"", ""Tommy Chong"", ""J.K. Simmons"", ""Octavia Spencer"", ""Alan Tudyk"", ""Shakira"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]","[""Clark Spencer""]","[""Rich Moore"", ""Byron Howard""]"
"",Average Rating: 8.0/10,2017,"{""itunes""=>[""1239575681""]}",Action & Adventure,"[""Ansel Elgort"", ""Kevin Spacey"", ""Lily James"", ""Jon Bernthal"", ""Jon Hamm"", ""Jamie Foxx"", ""Eiza González"", ""Flea"", ""Sky Ferreira"", ""Lanny Joon""]","[""Nira Park"", ""Tim Bevan"", ""Eric Fellner""]","[""Edgar Wright""]"
"",Average Rating: 5.9/10,2012,"{""itunes""=>[""562617876""]}",Action & Adventure,"[""Jeremy Renner"", ""Rachel Weisz"", ""Edward Norton"", ""Stacy Keach"", ""Dennis Boutsikaris"", ""Oscar Isaac"", ""Joan Allen"", ""Albert Finney"", ""David Strathairn"", ""Scott Glenn""]","[""Ben Smith"", ""Jeffrey M. Weiner"", ""Patrick Crowley"", ""Frank Marshall""]","[""Tony Gilroy""]"
"",Average Rating: 8.6/10,2008,"{""itunes""=>[""764632601""]}",Action & Adventure,"[""Christian Bale"", ""Michael Caine"", ""Heath Ledger"", ""Aaron Eckhart"", ""Maggie Gyllenhaal"", ""Morgan Freeman"", ""Gary Oldman""]","[""Christopher Nolan"", ""Charles Roven"", ""Emma Thomas""]","[""Christopher Nolan""]"
"",Average Rating: 3.9/10,2013,"{""itunes""=>[""617437503""]}",Action & Adventure,"[""Bruce Willis"", ""Jai Courtney"", ""Sebastian Koch"", ""Rasha Bukvic"", ""Cole Hauser""]",[],"[""John Moore""]"
"",Average Rating: 8.1/10,2009,"{""itunes""=>[""317909453""]}",Sci-Fi & Fantasy,"[""Chris Pine"", ""Zachary Quinto"", ""Simon Pegg"", ""Karl Urban"", ""Zoe Saldana"", ""Eric Bana"", ""John Cho"", ""Anton Yelchin"", ""Winona Ryder"", ""Chris Hemsworth""]","[""J.J. Abrams"", ""Alex Kurtzman"", ""Roberto Orci"", ""Bryan Burk"", ""Stratton Leopold"", ""Damon Lindelof""]","[""J.J. Abrams""]"
"",Average Rating: 6.9/10,2008,"{""itunes""=>[""290851030""]}",Action & Adventure,"[""Harrison Ford"", ""Cate Blanchett"", ""Karen Allen"", ""Shia LaBeouf"", ""Ray Winstone"", ""John Hurt"", ""Jim Broadbent""]","[""George Lucas"", ""Kathleen Kennedy"", ""Frank Marshall"", ""Denis L. Stewart""]","[""Steven Spielberg""]"
"",Average Rating: 8.1/10,2010,"{""itunes""=>[""400763833""]}",Action & Adventure,"[""Leonardo DiCaprio"", ""Ken Watanabe"", ""Joseph Gordon-Levitt"", ""Marion Cotillard"", ""Ellen Page"", ""Tom Hardy"", ""Cillian Murphy"", ""Tom Berenger"", ""Michael Caine""]","[""Emma Thomas"", ""Christopher Nolan""]","[""Christopher Nolan""]"
"",Average Rating: 6.6/10,2013,"{""itunes""=>[""773233393""]}",Action & Adventure,"[""Mark Wahlberg"", ""Taylor Kitsch"", ""Emile Hirsch"", ""Ben Foster"", ""Eric Bana""]","[""Mark Wahlberg"", ""Peter Berg"", ""Sarah Aubrey"", ""Randall Emmett"", ""Norton Herrick"", ""Barry Spikings"", ""Akiva Goldsman"", ""Stephen Levinson"", ""Vitaly Grigoriants""]","[""Peter Berg""]"
"",Average Rating: 7.9/10,2015,"{""itunes""=>[""1067140154""]}",Drama,"[""Leonardo DiCaprio"", ""Tom Hardy"", ""Domhnall Gleeson"", ""Will Poulter""]",[],"[""Alejandro González Iñárritu""]"
"",Average Rating: 9.2/10,1981,"{""itunes""=>[""548593580""]}",Action & Adventure,"[""Harrison Ford"", ""Karen Allen"", ""Denholm Elliott"", ""Paul Freeman"", ""Wolf Kahler"", ""John Rhys-Davies"", ""Ronald Lacey"", ""Anthony Higgins"", ""Alfred Molina"", ""Vic Tablian""]","[""Frank Marshall"", ""George Lucas""]","[""Steven Spielberg""]"
"",Average Rating: 7.3/10,2014,"{""itunes""=>[""929423754""]}",Kids & Family,"[""Scott Adsit"", ""Ryan Potter"", ""Daniel Henney"", ""T.J. Miller"", ""Jamie Chung"", ""Damon Wayans Jr."", ""Génesis Rodríguez"", ""James Cromwell"", ""Alan Tudyk"", ""Maya Rudolph"", ""Abraham Benrubi"", ""Katie Lowes"", """", """", """", """", """"]","[""Roy Conli""]","[""Don Hall"", ""Chris Williams""]"
"",Average Rating: 7.9/10,2017,"{""itunes""=>[""1207483880""]}",Action & Adventure,"[""Hugh Jackman"", ""Patrick Stewart"", ""Richard E. Grant"", ""Boyd Holbrook"", ""Stephen Merchant"", ""Dafne Keen""]","[""Hutch Parker"", ""Simon Kinberg"", ""Lauren Shuler Donner"", ""Joe Caracciolo Jr."", ""Stan Lee"", ""James Mangold"", ""JoshMcLaglen""]","[""James Mangold""]"
"",Average Rating: 5.9/10,2014,"{""itunes""=>[""912531897""]}",Action & Adventure,"[""Dylan O'Brien"", ""Kaya Scodelario"", ""Thomas Brodie-Sangster"", ""Will Poulter"", ""Patricia Clarkson""]",[],"[""Wes Ball""]"
"",Average Rating: 7.5/10,2016,"{""itunes""=>[""1179624268""]}",Action & Adventure,"[""Felicity Jones"", ""Diego Luna"", ""Ben Mendelsohn"", ""甄子丹"", ""Mads Mikkelsen"", ""Alan Tudyk"", ""Riz Ahmed"", ""Jimmy Smits"", ""James Earl Jones"", ""Jiang Wen"", ""Forest Whitaker""]","[""Kathleen Kennedy"", ""Allison Shearmur"", ""Simon Emanuel""]","[""Gareth Edwards""]"
"",Average Rating: 8.6/10,2015,"{""itunes""=>[""990549112""]}",Action & Adventure,"[""Tom Hardy"", ""Charlize Theron"", ""Nicholas Hoult"", ""Hugh Keays-Byrne"", ""Nathan Jones"", ""Zoe Kravitz"", ""Riley Keough"", ""Rosie Huntington-Whiteley"", ""Abbey Lee"", ""Courtney Eaton"", ""Josh Helman""]","[""Doug Mitchell"", ""George Miller"", ""P.J. Voeten""]","[""George Miller""]"
"",Average Rating: 6.2/10,2013,"{""itunes""=>[""684580963""]}",Action & Adventure,"[""Henry Cavill"", ""Amy Adams"", ""Michael Shannon"", ""Kevin Costner"", ""Diane Lane"", ""Laurence Fishburne"", ""Antje Traue"", ""Ayelet Zurer"", ""Christopher Meloni"", ""Russell Crowe""]","[""Charles Roven"", ""Christopher Nolan"", ""Emma Thomas"", ""Deborah Snyder""]","[""Zack Snyder""]"
"",Average Rating: 7.5/10,2013,"{""itunes""=>[""643978126""]}",Sci-Fi & Fantasy,"[""John Cho"", ""Benedict Cumberbatch"", ""Alice Eve"", ""Bruce Greenwood"", ""Simon Pegg"", ""Chris Pine"", ""Zachary Quinto"", ""Zoe Saldana"", ""Karl Urban"", ""Peter Weller"", ""Anton Yelchin""]","[""J.J. Abrams"", ""Bryan Burk"", ""Damon Lindelof"", ""Alex Kurtzman"", ""Roberto Orci""]","[""J.J. Abrams""]"
"",Average Rating: 6.3/10,2014,"{""itunes""=>[""938538816""]}",Action & Adventure,"[""Jennifer Lawrence"", ""Josh Hutcherson"", ""Liam Hemsworth"", ""Woody Harrelson"", ""Elizabeth Banks"", ""Julianne Moore"", ""Philip Seymour Hoffman"", ""Jeffrey Wright"", ""Stanley Tucci"", ""Donald Sutherland""]","[""Nina Jacobson"", ""Jon Kilik""]","[""Francis Lawrence""]"
"",Average Rating: 7.5/10,2015,"{""itunes""=>[""1015157093""]}",Action & Adventure,"[""Tom Cruise"", ""Jeremy Renner"", ""Simon Pegg"", ""Rebecca Ferguson"", ""Ving Rhames"", ""Sean Harris"", ""Alec Baldwin""]","[""Tom Cruise"", ""J.J. Abrams"", ""Bryan Burk"", ""David Ellison"", ""Dana Goldberg"", ""Don Granger""]","[""Christopher McQuarrie""]"
